timestamp,ue_id,latitude,longitude,cell_id,sector,rsrp_dbm,sinr_db,dl_tp_mbps,latency_ms,coverage_status,beam_id,beam_health_score,hotspot_type
2026-07-01 17:00:00,UE00041,32.89599559307294,-96.97593176051672,XYZ403,A,-121,-2,154,116,Coverage_Hole,6,13,coverage_hole
2026-07-01 18:00:00,UE00042,32.93668458360493,-97.0293015565604,XYZ401,B,-117,-1,121,79,Good,1,16,coverage_hole
2026-07-01 22:00:00,UE00046,32.924779348737445,-97.00014155401227,XYZ402,A,-94,9,356,19,Coverage_Hole,5,54,coverage_hole
2026-07-01 02:00:00,UE00050,32.96880249760459,-96.95995141353934,XYZ403,C,-120,0,178,114,Poor,3,21,coverage_hole
2026-07-01 04:00:00,UE00052,32.96918008041554,-96.96013577812435,XYZ402,C,-111,0,214,89,Coverage_Hole,5,21,coverage_hole
2026-07-01 05:00:00,UE00053,32.94973301376032,-96.94326832263565,XYZ403,B,-116,-5,80,78,Fair,6,5,coverage_hole
2026-07-01 06:00:00,UE00054,32.9170118346544,-96.94003607664304,XYZ401,A,-123,1,183,54,Coverage_Hole,1,23,coverage_hole
2026-07-01 08:00:00,UE00056,32.92760779559066,-97.03427219091492,XYZ403,C,-114,0,203,92,Coverage_Hole,3,20,coverage_hole
2026-07-01 09:00:00,UE00057,32.92140553102848,-97.02146497611788,XYZ401,A,-101,1,188,39,Coverage_Hole,4,22,coverage_hole
2026-07-01 10:00:00,UE00058,32.90562613076702,-97.0199102131508,XYZ402,C,-121,1,201,41,Excellent,5,24,coverage_hole
2026-07-01 11:00:00,UE00059,32.93526716184401,-96.956280018842,XYZ403,C,-94,9,337,114,Coverage_Hole,6,54,coverage_hole
2026-07-01 13:00:00,UE00061,32.938645668672734,-96.95518986319033,XYZ402,A,-108,5,314,111,Coverage_Hole,2,39,coverage_hole
2026-07-01 14:00:00,UE00062,32.95605394728494,-96.94955245419932,XYZ403,C,-104,5,295,37,Coverage_Hole,3,39,coverage_hole
2026-07-01 15:00:00,UE00063,32.94192681744735,-96.965790479584,XYZ401,A,-96,14,400,23,Coverage_Hole,4,74,coverage_hole
2026-07-01 20:00:00,UE00068,32.93158399406414,-96.95381871476552,XYZ403,A,-106,11,349,71,Coverage_Hole,3,64,coverage_hole
2026-07-01 21:00:00,UE00069,32.917195547248205,-96.95136384996744,XYZ401,B,-105,3,244,46,Coverage_Hole,4,31,coverage_hole
2026-07-01 22:00:00,UE00070,32.92261047138858,-96.95568239069972,XYZ402,A,-102,3,256,74,Coverage_Hole,5,31,coverage_hole
2026-07-01 00:00:00,UE00072,32.94301547638953,-97.03545071741064,XYZ401,B,-116,-5,88,23,Excellent,1,5,coverage_hole
2026-07-01 02:00:00,UE00074,32.90736236613457,-96.9846765704522,XYZ403,B,-105,7,285,26,Coverage_Hole,3,48,coverage_hole
2026-07-01 03:00:00,UE00075,32.90220316768201,-96.95839257055344,XYZ401,A,-116,3,266,35,Poor,4,31,coverage_hole
2026-07-01 04:00:00,UE00076,32.92427980900612,-96.94318534757396,XYZ402,B,-115,8,370,50,Coverage_Hole,5,49,coverage_hole
2026-07-01 10:00:00,UE00082,32.909350355976144,-96.943471480107,XYZ402,B,-120,1,189,39,Excellent,5,23,coverage_hole
2026-07-01 13:00:00,UE00085,32.93988335825977,-96.93813733032292,XYZ402,A,-115,-2,159,68,Fair,2,13,coverage_hole
2026-07-01 14:00:00,UE00086,32.901849930158704,-96.99147263778774,XYZ403,B,-108,-2,161,27,Coverage_Hole,3,13,coverage_hole
2026-07-01 16:00:00,UE00088,32.934652853917044,-96.95772566069996,XYZ402,A,-99,6,227,128,Coverage_Hole,5,41,coverage_hole
2026-07-01 17:00:00,UE00089,32.897727769873164,-97.00657162419442,XYZ403,A,-113,4,295,73,Coverage_Hole,6,36,coverage_hole
2026-07-01 18:00:00,UE00090,32.92214532549816,-97.03003828677149,XYZ401,C,-110,3,194,56,Coverage_Hole,1,30,coverage_hole
2026-07-01 21:00:00,UE00093,32.92521125599474,-97.02915619156468,XYZ401,C,-115,0,205,113,Fair,4,21,coverage_hole
2026-07-01 22:00:00,UE00094,32.907731256238606,-96.95134671076168,XYZ402,A,-116,1,155,113,Coverage_Hole,5,24,coverage_hole
2026-07-01 04:00:00,UE00100,32.93574038063979,-96.96844203522777,XYZ402,B,-81,13,414,111,Coverage_Hole,5,68,coverage_hole
2026-07-01 20:00:00,UE00116,32.909330872153994,-96.97497144369412,XYZ403,B,-105,2,186,80,Coverage_Hole,3,29,coverage_hole
2026-07-01 21:00:00,UE00117,32.894928579503166,-96.99095900086976,XYZ401,C,-116,-1,128,57,Good,4,15,coverage_hole
2026-07-01 00:00:00,UE00120,32.95410385345402,-97.0310826806651,XYZ401,B,-121,-2,151,21,Good,1,12,coverage_hole
2026-07-01 03:00:00,UE00123,32.89508673523606,-96.97701507509504,XYZ401,B,-120,0,160,87,Excellent,4,21,coverage_hole
2026-07-01 04:00:00,UE00124,32.963318887410026,-96.9462748749188,XYZ402,B,-120,2,244,33,Coverage_Hole,5,29,coverage_hole
2026-07-01 06:00:00,UE00126,32.93934534602561,-96.94278876732749,XYZ401,B,-116,0,171,101,Poor,1,21,coverage_hole
2026-07-01 07:00:00,UE00127,32.9476166348808,-96.9888835312996,XYZ402,A,-84,16,477,30,Coverage_Hole,2,82,coverage_hole
2026-07-01 09:00:00,UE00129,32.970699073266026,-96.97537811035268,XYZ401,A,-115,-1,112,89,Good,4,15,coverage_hole
2026-07-01 11:00:00,UE00131,32.92201950433491,-96.94184754394742,XYZ403,B,-114,-2,145,24,Coverage_Hole,6,13,coverage_hole
2026-07-01 16:00:00,UE00136,32.91935549244782,-97.01235397142788,XYZ402,B,-101,0,156,69,Coverage_Hole,5,21,coverage_hole
2026-07-01 01:00:00,UE00145,32.913773960320185,-96.99239267967528,XYZ402,C,-103,11,445,100,Coverage_Hole,2,62,coverage_hole
2026-07-01 05:00:00,UE00149,32.97203520135046,-96.97525748645444,XYZ403,C,-116,2,213,84,Coverage_Hole,6,28,coverage_hole
2026-07-01 06:00:00,UE00150,32.94165747409522,-97.02599798353944,XYZ401,B,-111,0,144,60,Coverage_Hole,1,20,coverage_hole
2026-07-01 13:00:00,UE00157,32.973129505514414,-96.9924387820818,XYZ402,B,-117,-5,81,121,Excellent,2,5,coverage_hole
2026-07-01 15:00:00,UE00159,32.961418444804494,-96.94469640866684,XYZ401,A,-120,0,166,75,Coverage_Hole,4,21,coverage_hole
2026-07-01 18:00:00,UE00162,32.94677062943249,-97.03448970769976,XYZ401,C,-125,-2,137,118,Excellent,1,12,coverage_hole
2026-07-01 01:00:00,UE00169,32.94852627902561,-96.94364855332672,XYZ402,C,-116,6,295,105,Good,2,41,coverage_hole
2026-07-01 02:00:00,UE00170,32.925381339018465,-97.01240681902031,XYZ403,B,-102,9,328,39,Coverage_Hole,3,54,coverage_hole
2026-07-01 11:00:00,UE00179,32.937934115407,-96.9359762780531,XYZ403,A,-125,-6,47,27,Excellent,6,5,coverage_hole
2026-07-01 13:00:00,UE00181,32.89867315757788,-97.00720235828229,XYZ402,A,-115,-3,116,123,Coverage_Hole,2,9,coverage_hole
2026-07-01 21:00:00,UE00189,32.952549459962995,-96.98890774159229,XYZ401,B,-98,12,357,65,Coverage_Hole,4,66,coverage_hole
2026-07-01 23:00:00,UE00191,32.89240816584347,-96.97809633494089,XYZ403,A,-122,-2,153,65,Poor,6,13,coverage_hole
2026-07-01 00:00:00,UE00192,32.91262050266347,-96.9999873831748,XYZ401,C,-102,3,224,96,Coverage_Hole,1,31,coverage_hole
2026-07-01 07:00:00,UE00199,32.92371808830125,-96.97528670612398,XYZ402,C,-94,16,400,28,Coverage_Hole,2,81,coverage_hole
2026-07-01 08:00:00,UE00200,32.89297221577804,-96.99235948211364,XYZ403,B,-118,-3,150,104,Poor,3,10,coverage_hole
2026-07-01 09:00:00,UE00201,32.90215890245775,-96.95722887419409,XYZ401,A,-118,-2,109,119,Coverage_Hole,4,13,coverage_hole
2026-07-01 12:00:00,UE00204,32.930051357079186,-96.9415950644969,XYZ401,B,-115,0,200,95,Coverage_Hole,1,21,coverage_hole
2026-07-01 13:00:00,UE00205,32.971633208971305,-96.96025212824983,XYZ402,C,-116,-5,92,63,Coverage_Hole,2,5,coverage_hole
2026-07-01 23:00:00,UE00215,32.9729742288776,-96.96195337723334,XYZ403,C,-122,-4,77,59,Poor,6,5,coverage_hole
2026-07-01 01:00:00,UE00217,32.9271177672403,-96.97967306162364,XYZ402,B,-82,14,530,76,Coverage_Hole,2,74,coverage_hole
2026-07-01 03:00:00,UE00219,32.953439276457445,-96.99210900560524,XYZ401,B,-95,11,394,20,Coverage_Hole,4,63,coverage_hole
2026-07-01 04:00:00,UE00220,32.97595537087193,-96.99767547427622,XYZ402,C,-115,-2,116,108,Excellent,5,12,coverage_hole
2026-07-01 06:00:00,UE00222,32.93561368319651,-96.95911181018988,XYZ401,B,-94,8,365,129,Coverage_Hole,1,51,coverage_hole
2026-07-01 10:00:00,UE00226,32.89563736449981,-96.99868233657132,XYZ402,B,-118,-3,140,29,Fair,5,10,coverage_hole
2026-07-01 16:00:00,UE00232,32.96310454569624,-96.95298461625302,XYZ402,A,-114,0,154,17,Coverage_Hole,5,21,coverage_hole
2026-07-01 17:00:00,UE00233,32.892735986463755,-96.98401685014058,XYZ403,C,-121,-3,147,49,Good,6,9,coverage_hole
2026-07-01 19:00:00,UE00235,32.94121935717064,-96.93518379627685,XYZ402,C,-116,-1,141,71,Fair,2,15,coverage_hole
2026-07-01 20:00:00,UE00236,32.974878855519265,-96.9906222235994,XYZ403,A,-120,0,157,41,Excellent,3,21,coverage_hole
2026-07-01 21:00:00,UE00237,32.95558413648615,-97.0087824244752,XYZ401,A,-109,7,262,80,Coverage_Hole,4,47,coverage_hole
2026-07-01 22:00:00,UE00238,32.931047377376565,-97.03084924537688,XYZ402,B,-112,-1,140,77,Coverage_Hole,5,14,coverage_hole
2026-07-01 23:00:00,UE00239,32.96930428076449,-96.95429630314284,XYZ403,A,-115,-2,118,90,Good,6,12,coverage_hole
2026-07-01 05:00:00,UE00245,32.923895679457715,-97.00447142380126,XYZ403,C,-99,5,280,24,Coverage_Hole,6,40,coverage_hole
2026-07-01 06:00:00,UE00246,32.90420424581783,-96.95760058319644,XYZ401,A,-120,0,164,20,Coverage_Hole,1,20,coverage_hole
2026-07-01 08:00:00,UE00248,32.93300765435177,-96.977924306458,XYZ403,B,-86,18,632,52,Coverage_Hole,3,90,coverage_hole
2026-07-01 11:00:00,UE00251,32.955208750260326,-97.00185602303198,XYZ403,C,-99,1,207,44,Coverage_Hole,6,22,coverage_hole
2026-07-01 13:00:00,UE00253,32.93195109409049,-97.01833861070104,XYZ402,B,-99,11,358,29,Coverage_Hole,2,64,coverage_hole
2026-07-01 14:00:00,UE00254,32.93571663645561,-97.01855362159073,XYZ403,C,-102,8,346,27,Coverage_Hole,3,50,coverage_hole
2026-07-01 15:00:00,UE00255,32.898761162151686,-96.98403481680236,XYZ401,A,-111,3,226,81,Coverage_Hole,4,30,coverage_hole
2026-07-01 16:00:00,UE00256,32.905722606938006,-97.01459381784764,XYZ402,A,-111,2,259,68,Coverage_Hole,5,29,coverage_hole
2026-07-01 17:00:00,UE00257,32.956841394644265,-97.02430866388282,XYZ403,A,-122,-1,132,59,Coverage_Hole,6,14,coverage_hole
2026-07-01 21:00:00,UE00261,32.941109626744215,-96.96511349830274,XYZ401,B,-93,13,446,115,Coverage_Hole,4,67,coverage_hole
2026-07-01 00:00:00,UE00264,32.922106137103384,-97.00778309450963,XYZ401,A,-96,10,429,42,Coverage_Hole,1,58,coverage_hole
2026-07-01 01:00:00,UE00265,32.936727670692406,-96.93666988006724,XYZ402,C,-117,-1,125,118,Fair,2,15,coverage_hole
2026-07-01 02:00:00,UE00266,32.92453677532718,-97.03019638549716,XYZ403,A,-111,2,221,27,Coverage_Hole,3,29,coverage_hole
2026-07-01 03:00:00,UE00267,32.89982592795717,-97.00372731477192,XYZ401,C,-109,-4,72,93,Coverage_Hole,4,5,coverage_hole
2026-07-01 07:00:00,UE00271,32.953575250966296,-97.02131450837209,XYZ402,B,-108,5,306,17,Coverage_Hole,2,39,coverage_hole
2026-07-01 09:00:00,UE00273,32.94806175056039,-97.00325798073298,XYZ401,C,-97,11,370,98,Coverage_Hole,4,63,coverage_hole
2026-07-01 12:00:00,UE00276,32.90878439420025,-96.94998900361767,XYZ401,B,-119,-3,117,102,Fair,1,9,coverage_hole
2026-07-01 13:00:00,UE00277,32.94586055986081,-97.02188509479996,XYZ402,A,-107,0,154,79,Coverage_Hole,2,20,coverage_hole
2026-07-01 15:00:00,UE00279,32.976991655120194,-96.98021552002166,XYZ401,A,-125,3,230,113,Poor,4,31,coverage_hole
2026-07-01 18:00:00,UE00282,32.95754833642496,-96.9688768269924,XYZ401,B,-97,7,274,99,Coverage_Hole,1,46,coverage_hole
2026-07-01 20:00:00,UE00284,32.90248806937191,-97.00979538202786,XYZ403,B,-110,4,271,107,Coverage_Hole,3,36,coverage_hole
2026-07-01 22:00:00,UE00286,32.93594674896727,-97.0314080515638,XYZ402,C,-116,-3,149,76,Good,5,10,coverage_hole
2026-07-01 02:00:00,UE00290,32.96900793632025,-96.95987380067072,XYZ403,A,-114,0,211,125,Coverage_Hole,3,20,coverage_hole
2026-07-01 05:00:00,UE00293,32.96958803361387,-97.00143514323511,XYZ403,B,-108,1,156,124,Coverage_Hole,6,22,coverage_hole
2026-07-01 09:00:00,UE00297,32.94426141218228,-96.9814182667753,XYZ401,C,-88,22,611,95,Coverage_Hole,4,100,coverage_hole
2026-07-01 10:00:00,UE00298,32.95614221793278,-96.9464946547578,XYZ402,C,-113,-2,153,124,Coverage_Hole,5,13,coverage_hole
2026-07-01 15:00:00,UE00303,32.914125225389874,-96.98558185900208,XYZ401,C,-95,9,419,44,Coverage_Hole,4,54,coverage_hole
2026-07-01 21:00:00,UE00309,32.89841135738014,-96.96107807409038,XYZ401,A,-124,1,185,18,Fair,4,24,coverage_hole
2026-07-01 23:00:00,UE00311,32.92226599577266,-96.98026400609012,XYZ403,C,-86,13,358,29,Coverage_Hole,6,69,coverage_hole
2026-07-01 01:00:00,UE00313,32.94766903724373,-96.94465075408894,XYZ402,B,-116,3,260,84,Poor,2,30,coverage_hole
2026-07-01 03:00:00,UE00315,32.91416163446532,-97.0240821500958,XYZ401,B,-109,0,177,80,Coverage_Hole,4,21,coverage_hole
2026-07-01 08:00:00,UE00320,32.89807535580203,-96.9831524664674,XYZ403,A,-107,2,252,117,Coverage_Hole,3,29,coverage_hole
2026-07-01 10:00:00,UE00322,32.90510503715675,-97.01643897934972,XYZ402,C,-120,0,149,92,Coverage_Hole,5,20,coverage_hole
2026-07-01 11:00:00,UE00323,32.962746000249254,-96.9511886186424,XYZ403,A,-113,-1,132,41,Coverage_Hole,6,14,coverage_hole
2026-07-01 12:00:00,UE00324,32.912259222147945,-96.95092965287168,XYZ401,C,-107,1,184,39,Coverage_Hole,1,22,coverage_hole
2026-07-01 14:00:00,UE00326,32.94773273298106,-97.02173894765262,XYZ403,C,-113,0,192,47,Coverage_Hole,3,21,coverage_hole
2026-07-01 15:00:00,UE00327,32.9235270901714,-97.0221395967851,XYZ401,A,-104,5,269,74,Coverage_Hole,4,38,coverage_hole
2026-07-01 19:00:00,UE00331,32.93611144783586,-97.01777344389724,XYZ402,C,-112,2,202,125,Coverage_Hole,2,28,coverage_hole
2026-07-01 05:00:00,UE00341,32.92466811223189,-97.00655484833352,XYZ403,C,-97,7,275,20,Coverage_Hole,6,48,coverage_hole
2026-07-01 06:00:00,UE00342,32.91264449624091,-96.96101178238084,XYZ401,A,-106,5,222,81,Coverage_Hole,1,39,coverage_hole
2026-07-01 08:00:00,UE00344,32.976909871675105,-96.99022444332536,XYZ403,C,-114,0,155,83,Coverage_Hole,3,20,coverage_hole
2026-07-01 09:00:00,UE00345,32.93210096941237,-96.96995872579087,XYZ401,A,-93,15,419,82,Coverage_Hole,4,77,coverage_hole
2026-07-01 12:00:00,UE00348,32.948279535862106,-97.02976030685817,XYZ401,B,-117,0,183,36,Poor,1,21,coverage_hole
2026-07-01 13:00:00,UE00349,32.97828115510204,-96.98160943802552,XYZ402,C,-115,1,153,129,Coverage_Hole,2,23,coverage_hole
2026-07-01 14:00:00,UE00350,32.90524215086449,-97.00345695612852,XYZ403,B,-109,0,185,62,Coverage_Hole,3,20,coverage_hole
2026-07-01 18:00:00,UE00354,32.96720516432891,-97.0085104377286,XYZ401,A,-117,1,158,59,Excellent,1,23,coverage_hole
2026-07-01 19:00:00,UE00355,32.9456130135945,-96.97744819516122,XYZ402,C,-89,10,328,29,Coverage_Hole,2,58,coverage_hole
2026-07-01 02:00:00,UE00362,32.917653358135034,-97.03110506789577,XYZ403,C,-116,-8,45,89,Fair,3,5,coverage_hole
2026-07-01 11:00:00,UE00371,32.93459606797038,-96.99918893882148,XYZ403,C,-92,17,577,128,Coverage_Hole,6,84,coverage_hole
2026-07-01 17:00:00,UE00377,32.96507876388636,-97.01550547544709,XYZ403,C,-116,-3,128,110,Good,6,10,coverage_hole
2026-07-01 22:00:00,UE00382,32.91576540083218,-96.98067809559268,XYZ402,B,-98,12,467,77,Coverage_Hole,5,66,coverage_hole
2026-07-01 07:00:00,UE00391,32.919901643016466,-97.00952549899344,XYZ402,C,-102,5,280,20,Coverage_Hole,2,38,coverage_hole
2026-07-01 08:00:00,UE00392,32.95708034989599,-97.02254894303896,XYZ403,C,-114,-3,146,107,Coverage_Hole,3,11,coverage_hole
2026-07-01 13:00:00,UE00397,32.97137685065971,-96.97503291639404,XYZ402,C,-120,0,144,24,Coverage_Hole,2,20,coverage_hole
2026-07-01 15:00:00,UE00399,32.94276903196321,-97.01935404523437,XYZ401,A,-111,0,195,16,Coverage_Hole,4,21,coverage_hole
2026-07-01 17:00:00,UE00401,32.90254419833423,-96.98926127588788,XYZ403,C,-107,-2,144,68,Coverage_Hole,6,12,coverage_hole
2026-07-01 18:00:00,UE00402,32.94193246829677,-96.96982170137912,XYZ401,B,-96,14,417,89,Coverage_Hole,1,74,coverage_hole
2026-07-01 20:00:00,UE00404,32.92926575639474,-96.96773619525656,XYZ403,C,-89,16,432,122,Coverage_Hole,3,82,coverage_hole
2026-07-01 21:00:00,UE00405,32.93457289189509,-96.95044451686204,XYZ401,C,-100,4,318,67,Coverage_Hole,4,37,coverage_hole
2026-07-01 03:00:00,UE00411,32.96588977883424,-96.98350224890154,XYZ401,C,-102,8,298,102,Coverage_Hole,4,50,coverage_hole
2026-07-01 04:00:00,UE00412,32.89608838923039,-96.97231449297762,XYZ402,C,-124,-2,145,99,Poor,5,12,coverage_hole
2026-07-01 06:00:00,UE00414,32.93949012102825,-97.01297213157711,XYZ401,C,-106,7,293,24,Coverage_Hole,1,48,coverage_hole
2026-07-01 07:00:00,UE00415,32.93416639555137,-96.95045715918478,XYZ402,A,-99,2,191,44,Coverage_Hole,2,28,coverage_hole
2026-07-01 09:00:00,UE00417,32.91199535127835,-96.96225944862904,XYZ401,B,-101,0,213,68,Coverage_Hole,4,20,coverage_hole
2026-07-01 12:00:00,UE00420,32.945070374015415,-97.03404910790498,XYZ401,A,-116,-3,148,85,Poor,1,10,coverage_hole
2026-07-01 14:00:00,UE00422,32.92160772067309,-96.97100877181514,XYZ403,C,-97,5,268,97,Coverage_Hole,3,38,coverage_hole
2026-07-01 18:00:00,UE00426,32.92480534232542,-97.0341596622982,XYZ401,B,-110,-2,142,55,Coverage_Hole,1,12,coverage_hole
2026-07-01 19:00:00,UE00427,32.94411457259611,-96.941984085675,XYZ402,A,-112,4,230,90,Coverage_Hole,2,37,coverage_hole
2026-07-01 21:00:00,UE00429,32.8996719256728,-96.96146338370109,XYZ401,A,-122,-2,127,82,Excellent,4,12,coverage_hole
2026-07-01 05:00:00,UE00437,32.92917911741443,-96.94131301617628,XYZ403,A,-117,4,244,116,Excellent,6,36,coverage_hole
2026-07-01 07:00:00,UE00439,32.92317762801693,-97.03012477980172,XYZ402,B,-117,0,177,90,Excellent,2,21,coverage_hole
2026-07-01 08:00:00,UE00440,32.912376921573674,-97.02883466878568,XYZ403,B,-115,0,166,29,Fair,3,20,coverage_hole
2026-07-01 09:00:00,UE00441,32.9664132255862,-97.01580131231523,XYZ401,C,-122,-8,48,86,Coverage_Hole,4,5,coverage_hole
2026-07-01 10:00:00,UE00442,32.92013473603764,-97.00436114695184,XYZ402,B,-88,10,363,24,Coverage_Hole,5,57,coverage_hole
2026-07-01 14:00:00,UE00446,32.926009168723425,-96.93864350198868,XYZ403,B,-120,2,183,69,Good,3,28,coverage_hole
2026-07-01 19:00:00,UE00451,32.920348966505166,-97.0240720323386,XYZ402,C,-116,3,221,87,Good,2,32,coverage_hole
2026-07-01 20:00:00,UE00452,32.91847655366286,-97.02350529047813,XYZ403,A,-115,3,189,21,Coverage_Hole,3,30,coverage_hole
2026-07-01 22:00:00,UE00454,32.92987075792346,-96.97907146190428,XYZ402,B,-88,18,482,34,Coverage_Hole,5,89,coverage_hole
2026-07-01 02:00:00,UE00458,32.89219497481797,-96.97696361951228,XYZ403,C,-119,0,186,117,Poor,3,20,coverage_hole
2026-07-01 04:00:00,UE00460,32.95851531827304,-96.94965852421306,XYZ402,C,-117,6,216,115,Good,5,41,coverage_hole
2026-07-01 05:00:00,UE00461,32.924098493616924,-96.96766552050786,XYZ403,A,-97,11,420,121,Coverage_Hole,6,63,coverage_hole
2026-07-01 10:00:00,UE00466,32.948584235551735,-97.03431726565093,XYZ402,B,-116,0,158,63,Good,5,21,coverage_hole
2026-07-01 11:00:00,UE00467,32.95757899681117,-96.98554317753256,XYZ403,A,-99,12,429,81,Coverage_Hole,6,65,coverage_hole
2026-07-01 12:00:00,UE00468,32.903309779479045,-96.95786611417562,XYZ401,C,-114,1,178,90,Coverage_Hole,1,22,coverage_hole
2026-07-01 15:00:00,UE00471,32.89671566892685,-96.99586838066696,XYZ401,A,-115,0,150,112,Fair,4,20,coverage_hole
2026-07-01 19:00:00,UE00475,32.89371427567811,-96.99643119932908,XYZ402,C,-112,-3,133,118,Coverage_Hole,2,10,coverage_hole
2026-07-01 00:00:00,UE00480,32.89348847091164,-96.9831925283163,XYZ401,C,-118,-2,136,121,Excellent,1,12,coverage_hole
2026-07-01 01:00:00,UE00481,32.89654462059816,-96.98800804211248,XYZ402,B,-116,-1,128,98,Good,2,15,coverage_hole
2026-07-01 03:00:00,UE00483,32.897946535851915,-97.00941427241128,XYZ401,B,-119,-2,118,57,Coverage_Hole,4,13,coverage_hole
2026-07-01 06:00:00,UE00486,32.9344776962108,-96.9696903643205,XYZ401,B,-89,17,547,96,Coverage_Hole,1,84,coverage_hole
2026-07-01 08:00:00,UE00488,32.93924986934887,-96.97512539544796,XYZ403,C,-86,9,288,126,Coverage_Hole,3,55,coverage_hole
2026-07-01 13:00:00,UE00493,32.93422447823547,-97.01369843959606,XYZ402,C,-95,4,256,121,Coverage_Hole,2,36,coverage_hole
2026-07-01 14:00:00,UE00494,32.91710919474024,-96.96167973980228,XYZ403,A,-97,7,318,23,Coverage_Hole,3,47,coverage_hole
2026-07-01 16:00:00,UE00496,32.95603919876351,-96.98853586632048,XYZ402,B,-103,7,263,18,Coverage_Hole,5,47,coverage_hole
2026-07-01 21:00:00,UE00501,32.9274918603294,-96.9344307196076,XYZ401,B,-125,-2,154,34,Coverage_Hole,4,13,coverage_hole
2026-07-01 01:00:00,UE00505,32.903798578653706,-97.0212141480728,XYZ402,B,-124,-4,73,70,Fair,2,5,coverage_hole
2026-07-01 07:00:00,UE00511,32.91567778053301,-96.9906756670056,XYZ402,A,-93,14,532,58,Coverage_Hole,2,74,coverage_hole
2026-07-01 08:00:00,UE00512,32.939430894360775,-96.93749297911448,XYZ403,C,-116,-3,157,117,Excellent,3,11,coverage_hole
2026-07-01 10:00:00,UE00514,32.93350137291633,-96.9770686351649,XYZ402,A,-81,16,516,18,Coverage_Hole,5,81,coverage_hole
2026-07-01 13:00:00,UE00517,32.93478396538326,-97.03308505014472,XYZ402,A,-117,-2,157,101,Excellent,2,13,coverage_hole
2026-07-01 00:00:00,UE00528,32.95106196346364,-96.94598984854343,XYZ401,A,-112,3,248,117,Coverage_Hole,1,32,coverage_hole
2026-07-01 05:00:00,UE00533,32.918635546014386,-96.93831123380066,XYZ403,A,-116,-5,75,78,Coverage_Hole,6,5,coverage_hole
2026-07-01 07:00:00,UE00535,32.93448543737571,-97.03066146895404,XYZ402,A,-117,0,164,58,Coverage_Hole,2,20,coverage_hole
2026-07-01 09:00:00,UE00537,32.92042102714939,-96.94110935049578,XYZ401,A,-124,0,175,65,Fair,4,20,coverage_hole
2026-07-01 10:00:00,UE00538,32.972277477480375,-96.9874131938232,XYZ402,C,-117,4,310,27,Poor,5,37,coverage_hole
2026-07-01 12:00:00,UE00540,32.92644820931309,-96.96404033500625,XYZ401,C,-93,10,317,80,Coverage_Hole,1,57,coverage_hole
2026-07-01 15:00:00,UE00543,32.917321969877904,-97.02496114187949,XYZ401,C,-116,0,206,91,Coverage_Hole,4,20,coverage_hole
2026-07-01 16:00:00,UE00544,32.958919003636666,-97.01878494680902,XYZ402,B,-111,7,258,42,Coverage_Hole,5,48,coverage_hole
2026-07-01 17:00:00,UE00545,32.96134056975512,-97.01979639079748,XYZ403,B,-115,0,198,61,Fair,6,20,coverage_hole
