timestamp,cell_id,ue_id,severity,module,event_code,message
2026-07-01 17:53:00,XYZ402,UE10113,ERROR,VONR,BEAM_OVERLOAD,Beam Resource Congestion
2026-07-01 18:54:00,XYZ403,UE10114,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 19:55:00,XYZ403,UE10115,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 20:56:00,XYZ403,UE10116,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 21:57:00,XYZ403,UE10117,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 22:58:00,XYZ401,UE10118,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 23:59:00,XYZ402,UE10119,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 00:00:00,XYZ402,UE10120,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 01:01:00,XYZ403,UE10121,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 02:02:00,XYZ401,UE10122,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 03:03:00,XYZ403,UE10123,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 04:04:00,XYZ401,UE10124,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 05:05:00,XYZ403,UE10125,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 06:06:00,XYZ403,UE10126,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 07:07:00,XYZ403,UE10127,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 08:08:00,XYZ403,UE10128,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 09:09:00,XYZ401,UE10129,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 10:10:00,XYZ403,UE10130,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 11:11:00,XYZ401,UE10131,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 12:12:00,XYZ401,UE10132,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 13:13:00,XYZ402,UE10133,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 14:14:00,XYZ402,UE10134,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 15:15:00,XYZ403,UE10135,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 16:16:00,XYZ402,UE10136,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 17:17:00,XYZ401,UE10137,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 18:18:00,XYZ401,UE10138,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 19:19:00,XYZ401,UE10139,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 20:20:00,XYZ403,UE10140,ERROR,VONR,BEAM_OVERLOAD,Beam Resource Congestion
2026-07-01 21:21:00,XYZ401,UE10141,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 22:22:00,XYZ403,UE10142,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 23:23:00,XYZ402,UE10143,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 00:24:00,XYZ403,UE10144,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 01:25:00,XYZ402,UE10145,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 02:26:00,XYZ402,UE10146,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 03:27:00,XYZ402,UE10147,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 04:28:00,XYZ403,UE10148,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 05:29:00,XYZ401,UE10149,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 06:30:00,XYZ402,UE10150,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 07:31:00,XYZ402,UE10151,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 08:32:00,XYZ403,UE10152,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 09:33:00,XYZ401,UE10153,ERROR,VONR,BEAM_OVERLOAD,Beam Resource Congestion
2026-07-01 10:34:00,XYZ401,UE10154,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 11:35:00,XYZ401,UE10155,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 12:36:00,XYZ401,UE10156,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 13:37:00,XYZ403,UE10157,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 14:38:00,XYZ401,UE10158,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 15:39:00,XYZ403,UE10159,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 16:40:00,XYZ402,UE10160,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 17:41:00,XYZ402,UE10161,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 18:42:00,XYZ402,UE10162,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 19:43:00,XYZ401,UE10163,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 20:44:00,XYZ402,UE10164,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 21:45:00,XYZ403,UE10165,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 22:46:00,XYZ401,UE10166,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 23:47:00,XYZ401,UE10167,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 00:48:00,XYZ403,UE10168,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 01:49:00,XYZ401,UE10169,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 02:50:00,XYZ401,UE10170,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 03:51:00,XYZ403,UE10171,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 04:52:00,XYZ401,UE10172,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 05:53:00,XYZ402,UE10173,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 06:54:00,XYZ402,UE10174,ERROR,VONR,BEAM_OVERLOAD,Beam Resource Congestion
2026-07-01 07:55:00,XYZ402,UE10175,ERROR,VONR,BEAM_OVERLOAD,Beam Resource Congestion
2026-07-01 08:56:00,XYZ401,UE10176,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 09:57:00,XYZ401,UE10177,ERROR,VONR,BEAM_OVERLOAD,Beam Resource Congestion
2026-07-01 10:58:00,XYZ402,UE10178,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 11:59:00,XYZ403,UE10179,ERROR,VONR,BEAM_OVERLOAD,Beam Resource Congestion
2026-07-01 12:00:00,XYZ401,UE10180,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 13:01:00,XYZ403,UE10181,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 14:02:00,XYZ401,UE10182,ERROR,VONR,BEAM_OVERLOAD,Beam Resource Congestion
2026-07-01 15:03:00,XYZ403,UE10183,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 16:04:00,XYZ401,UE10184,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 17:05:00,XYZ403,UE10185,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 18:06:00,XYZ402,UE10186,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 19:07:00,XYZ402,UE10187,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 20:08:00,XYZ403,UE10188,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 21:09:00,XYZ403,UE10189,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 22:10:00,XYZ403,UE10190,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 23:11:00,XYZ402,UE10191,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 00:12:00,XYZ402,UE10192,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 01:13:00,XYZ401,UE10193,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 02:14:00,XYZ403,UE10194,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 03:15:00,XYZ403,UE10195,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 04:16:00,XYZ402,UE10196,ERROR,VONR,BEAM_OVERLOAD,Beam Resource Congestion
2026-07-01 05:17:00,XYZ403,UE10197,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 06:18:00,XYZ401,UE10198,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 07:19:00,XYZ402,UE10199,ERROR,VONR,BEAM_OVERLOAD,Beam Resource Congestion
2026-07-01 08:20:00,XYZ401,UE10200,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 09:21:00,XYZ401,UE10201,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 10:22:00,XYZ402,UE10202,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 11:23:00,XYZ403,UE10203,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 12:24:00,XYZ402,UE10204,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 13:25:00,XYZ403,UE10205,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 14:26:00,XYZ403,UE10206,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 15:27:00,XYZ402,UE10207,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 16:28:00,XYZ401,UE10208,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 17:29:00,XYZ402,UE10209,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 18:30:00,XYZ402,UE10210,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 19:31:00,XYZ402,UE10211,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 20:32:00,XYZ403,UE10212,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 21:33:00,XYZ403,UE10213,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 22:34:00,XYZ401,UE10214,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 23:35:00,XYZ401,UE10215,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 00:36:00,XYZ401,UE10216,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 01:37:00,XYZ402,UE10217,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 02:38:00,XYZ402,UE10218,ERROR,VONR,BEAM_OVERLOAD,Beam Resource Congestion
2026-07-01 03:39:00,XYZ403,UE10219,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 04:40:00,XYZ401,UE10220,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 05:41:00,XYZ402,UE10221,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 06:42:00,XYZ403,UE10222,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 07:43:00,XYZ403,UE10223,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 08:44:00,XYZ402,UE10224,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 09:45:00,XYZ401,UE10225,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 10:46:00,XYZ401,UE10226,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 11:47:00,XYZ403,UE10227,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 12:48:00,XYZ401,UE10228,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 13:49:00,XYZ402,UE10229,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 14:50:00,XYZ401,UE10230,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 15:51:00,XYZ402,UE10231,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 16:52:00,XYZ401,UE10232,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 17:53:00,XYZ401,UE10233,ERROR,VONR,BEAM_OVERLOAD,Beam Resource Congestion
2026-07-01 18:54:00,XYZ401,UE10234,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 19:55:00,XYZ402,UE10235,ERROR,VONR,BEAM_OVERLOAD,Beam Resource Congestion
2026-07-01 20:56:00,XYZ403,UE10236,ERROR,VONR,BEAM_OVERLOAD,Beam Resource Congestion
2026-07-01 21:57:00,XYZ402,UE10237,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 22:58:00,XYZ401,UE10238,WARN,RACH,T310_EXPIRY,T310 Timer Expired
2026-07-01 23:59:00,XYZ401,UE10239,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 00:00:00,XYZ402,UE10240,ERROR,VONR,BEAM_OVERLOAD,Beam Resource Congestion
2026-07-01 01:01:00,XYZ401,UE10241,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 02:02:00,XYZ402,UE10242,WARN,MOBILITY,HO_PREP_FAIL,HO Request Ack Missing
2026-07-01 03:03:00,XYZ402,UE10243,ERROR,TRANSPORT,SIP_TIMEOUT,IMS SIP Timeout
2026-07-01 04:04:00,XYZ401,UE10244,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 05:05:00,XYZ402,UE10245,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
2026-07-01 06:06:00,XYZ401,UE10246,WARN,RLF,XN_TIMEOUT,Xn Preparation Timeout
2026-07-01 07:07:00,XYZ401,UE10247,WARN,BEAM,MSG1_FAIL,PRACH Detection Failure
