timestamp,ue_id,cell_id,event,result,cause
2026-07-01 17:00:00,UE65,XYZ402,SIP_INVITE,DROP,QOS_FLOW_FAIL
2026-07-01 18:00:00,UE66,XYZ401,PDU_RELEASE,SUCCESS,NORMAL
2026-07-01 19:00:00,UE67,XYZ403,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 20:00:00,UE68,XYZ401,SIP_BYE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 21:00:00,UE69,XYZ402,PDU_RELEASE,DROP,QOS_FLOW_FAIL
2026-07-01 22:00:00,UE70,XYZ403,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 23:00:00,UE71,XYZ403,PDU_RELEASE,DROP,QOS_FLOW_FAIL
2026-07-01 00:00:00,UE72,XYZ402,SIP_BYE,SUCCESS,NORMAL
2026-07-01 01:00:00,UE73,XYZ402,SIP_BYE,DROP,NORMAL
2026-07-01 02:00:00,UE74,XYZ403,SIP_BYE,DROP,QOS_FLOW_FAIL
2026-07-01 03:00:00,UE75,XYZ401,SIP_BYE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 04:00:00,UE76,XYZ401,SIP_INVITE,DROP,NORMAL
2026-07-01 05:00:00,UE77,XYZ402,SIP_BYE,SUCCESS,IMS_TIMEOUT
2026-07-01 06:00:00,UE78,XYZ402,SIP_BYE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 07:00:00,UE79,XYZ403,SIP_INVITE,DROP,NORMAL
2026-07-01 08:00:00,UE80,XYZ403,SIP_INVITE,SUCCESS,IMS_TIMEOUT
2026-07-01 09:00:00,UE81,XYZ401,PDU_RELEASE,DROP,NORMAL
2026-07-01 10:00:00,UE82,XYZ401,SIP_BYE,DROP,QOS_FLOW_FAIL
2026-07-01 11:00:00,UE83,XYZ403,SIP_BYE,SUCCESS,IMS_TIMEOUT
2026-07-01 12:00:00,UE84,XYZ402,SIP_INVITE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 13:00:00,UE85,XYZ403,SIP_INVITE,DROP,IMS_TIMEOUT
2026-07-01 14:00:00,UE86,XYZ401,SIP_BYE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 15:00:00,UE87,XYZ403,PDU_RELEASE,SUCCESS,NORMAL
2026-07-01 16:00:00,UE88,XYZ402,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 17:00:00,UE89,XYZ403,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 18:00:00,UE90,XYZ401,SIP_INVITE,DROP,IMS_TIMEOUT
2026-07-01 19:00:00,UE91,XYZ403,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 20:00:00,UE92,XYZ403,PDU_RELEASE,DROP,NORMAL
2026-07-01 21:00:00,UE93,XYZ401,SIP_INVITE,DROP,NORMAL
2026-07-01 22:00:00,UE94,XYZ403,SIP_INVITE,SUCCESS,IMS_TIMEOUT
2026-07-01 23:00:00,UE95,XYZ401,SIP_INVITE,DROP,QOS_FLOW_FAIL
2026-07-01 00:00:00,UE96,XYZ403,SIP_INVITE,SUCCESS,NORMAL
2026-07-01 01:00:00,UE97,XYZ401,SIP_BYE,SUCCESS,NORMAL
2026-07-01 02:00:00,UE98,XYZ402,SIP_INVITE,DROP,IMS_TIMEOUT
2026-07-01 03:00:00,UE99,XYZ403,SIP_BYE,SUCCESS,IMS_TIMEOUT
2026-07-01 04:00:00,UE100,XYZ403,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 05:00:00,UE101,XYZ401,SIP_INVITE,SUCCESS,NORMAL
2026-07-01 06:00:00,UE102,XYZ401,PDU_RELEASE,DROP,QOS_FLOW_FAIL
2026-07-01 07:00:00,UE103,XYZ401,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 08:00:00,UE104,XYZ401,SIP_INVITE,DROP,QOS_FLOW_FAIL
2026-07-01 09:00:00,UE105,XYZ401,PDU_RELEASE,DROP,QOS_FLOW_FAIL
2026-07-01 10:00:00,UE106,XYZ402,SIP_BYE,DROP,IMS_TIMEOUT
2026-07-01 11:00:00,UE107,XYZ402,SIP_BYE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 12:00:00,UE108,XYZ401,PDU_RELEASE,DROP,QOS_FLOW_FAIL
2026-07-01 13:00:00,UE109,XYZ402,PDU_RELEASE,SUCCESS,NORMAL
2026-07-01 14:00:00,UE110,XYZ403,PDU_RELEASE,DROP,IMS_TIMEOUT
2026-07-01 15:00:00,UE111,XYZ402,SIP_BYE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 16:00:00,UE112,XYZ403,SIP_BYE,DROP,QOS_FLOW_FAIL
2026-07-01 17:00:00,UE113,XYZ401,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 18:00:00,UE114,XYZ402,PDU_RELEASE,DROP,QOS_FLOW_FAIL
2026-07-01 19:00:00,UE115,XYZ401,PDU_RELEASE,DROP,NORMAL
2026-07-01 20:00:00,UE116,XYZ401,SIP_INVITE,SUCCESS,IMS_TIMEOUT
2026-07-01 21:00:00,UE117,XYZ402,PDU_RELEASE,DROP,NORMAL
2026-07-01 22:00:00,UE118,XYZ401,SIP_BYE,SUCCESS,IMS_TIMEOUT
2026-07-01 23:00:00,UE119,XYZ402,SIP_BYE,SUCCESS,NORMAL
2026-07-01 00:00:00,UE120,XYZ402,SIP_BYE,SUCCESS,IMS_TIMEOUT
2026-07-01 01:00:00,UE121,XYZ401,SIP_BYE,SUCCESS,NORMAL
2026-07-01 02:00:00,UE122,XYZ403,SIP_INVITE,DROP,NORMAL
2026-07-01 03:00:00,UE123,XYZ401,SIP_INVITE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 04:00:00,UE124,XYZ402,SIP_INVITE,DROP,QOS_FLOW_FAIL
2026-07-01 05:00:00,UE125,XYZ403,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 06:00:00,UE126,XYZ402,PDU_RELEASE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 07:00:00,UE127,XYZ403,SIP_INVITE,DROP,NORMAL
2026-07-01 08:00:00,UE128,XYZ401,SIP_BYE,SUCCESS,NORMAL
2026-07-01 09:00:00,UE129,XYZ401,PDU_RELEASE,DROP,QOS_FLOW_FAIL
2026-07-01 10:00:00,UE130,XYZ402,SIP_INVITE,DROP,NORMAL
2026-07-01 11:00:00,UE131,XYZ401,PDU_RELEASE,SUCCESS,NORMAL
2026-07-01 12:00:00,UE132,XYZ401,SIP_BYE,SUCCESS,IMS_TIMEOUT
2026-07-01 13:00:00,UE133,XYZ403,SIP_INVITE,DROP,IMS_TIMEOUT
2026-07-01 14:00:00,UE134,XYZ401,PDU_RELEASE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 15:00:00,UE135,XYZ401,SIP_INVITE,SUCCESS,IMS_TIMEOUT
2026-07-01 16:00:00,UE136,XYZ401,SIP_INVITE,DROP,QOS_FLOW_FAIL
2026-07-01 17:00:00,UE137,XYZ401,SIP_INVITE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 18:00:00,UE138,XYZ403,SIP_BYE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 19:00:00,UE139,XYZ403,PDU_RELEASE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 20:00:00,UE140,XYZ401,PDU_RELEASE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 21:00:00,UE141,XYZ401,SIP_INVITE,DROP,IMS_TIMEOUT
2026-07-01 22:00:00,UE142,XYZ403,SIP_INVITE,DROP,QOS_FLOW_FAIL
2026-07-01 23:00:00,UE143,XYZ403,SIP_INVITE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 00:00:00,UE144,XYZ403,PDU_RELEASE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 01:00:00,UE145,XYZ401,SIP_INVITE,DROP,IMS_TIMEOUT
2026-07-01 02:00:00,UE146,XYZ402,SIP_BYE,DROP,NORMAL
2026-07-01 03:00:00,UE147,XYZ403,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 04:00:00,UE148,XYZ401,SIP_INVITE,SUCCESS,IMS_TIMEOUT
2026-07-01 05:00:00,UE149,XYZ403,SIP_INVITE,DROP,IMS_TIMEOUT
2026-07-01 06:00:00,UE150,XYZ403,SIP_INVITE,SUCCESS,NORMAL
2026-07-01 07:00:00,UE151,XYZ402,PDU_RELEASE,DROP,IMS_TIMEOUT
2026-07-01 08:00:00,UE152,XYZ403,SIP_BYE,DROP,NORMAL
2026-07-01 09:00:00,UE153,XYZ402,SIP_BYE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 10:00:00,UE154,XYZ401,SIP_BYE,SUCCESS,IMS_TIMEOUT
2026-07-01 11:00:00,UE155,XYZ403,SIP_INVITE,DROP,NORMAL
2026-07-01 12:00:00,UE156,XYZ402,SIP_INVITE,SUCCESS,IMS_TIMEOUT
2026-07-01 13:00:00,UE157,XYZ403,SIP_INVITE,DROP,NORMAL
2026-07-01 14:00:00,UE158,XYZ401,SIP_INVITE,DROP,IMS_TIMEOUT
2026-07-01 15:00:00,UE159,XYZ403,SIP_BYE,DROP,NORMAL
2026-07-01 16:00:00,UE160,XYZ401,PDU_RELEASE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 17:00:00,UE161,XYZ403,SIP_BYE,SUCCESS,NORMAL
2026-07-01 18:00:00,UE162,XYZ402,SIP_BYE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 19:00:00,UE163,XYZ401,PDU_RELEASE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 20:00:00,UE164,XYZ402,PDU_RELEASE,DROP,QOS_FLOW_FAIL
2026-07-01 21:00:00,UE165,XYZ401,PDU_RELEASE,DROP,IMS_TIMEOUT
2026-07-01 22:00:00,UE166,XYZ401,PDU_RELEASE,SUCCESS,NORMAL
2026-07-01 23:00:00,UE167,XYZ403,SIP_BYE,DROP,NORMAL
2026-07-01 00:00:00,UE168,XYZ403,SIP_INVITE,DROP,QOS_FLOW_FAIL
2026-07-01 01:00:00,UE169,XYZ403,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 02:00:00,UE170,XYZ401,SIP_BYE,DROP,QOS_FLOW_FAIL
2026-07-01 03:00:00,UE171,XYZ403,PDU_RELEASE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 04:00:00,UE172,XYZ403,SIP_BYE,SUCCESS,NORMAL
2026-07-01 05:00:00,UE173,XYZ402,SIP_BYE,DROP,IMS_TIMEOUT
2026-07-01 06:00:00,UE174,XYZ402,SIP_INVITE,DROP,IMS_TIMEOUT
2026-07-01 07:00:00,UE175,XYZ402,SIP_BYE,DROP,NORMAL
2026-07-01 08:00:00,UE176,XYZ401,SIP_BYE,DROP,NORMAL
2026-07-01 09:00:00,UE177,XYZ403,PDU_RELEASE,DROP,QOS_FLOW_FAIL
2026-07-01 10:00:00,UE178,XYZ401,PDU_RELEASE,DROP,NORMAL
2026-07-01 11:00:00,UE179,XYZ402,SIP_INVITE,DROP,QOS_FLOW_FAIL
2026-07-01 12:00:00,UE180,XYZ403,SIP_INVITE,SUCCESS,IMS_TIMEOUT
2026-07-01 13:00:00,UE181,XYZ403,SIP_INVITE,SUCCESS,NORMAL
2026-07-01 14:00:00,UE182,XYZ402,SIP_BYE,DROP,QOS_FLOW_FAIL
2026-07-01 15:00:00,UE183,XYZ402,SIP_INVITE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 16:00:00,UE184,XYZ403,SIP_BYE,DROP,NORMAL
2026-07-01 17:00:00,UE185,XYZ403,PDU_RELEASE,DROP,IMS_TIMEOUT
2026-07-01 18:00:00,UE186,XYZ403,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 19:00:00,UE187,XYZ401,SIP_INVITE,DROP,IMS_TIMEOUT
2026-07-01 20:00:00,UE188,XYZ402,SIP_INVITE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 21:00:00,UE189,XYZ402,SIP_BYE,SUCCESS,IMS_TIMEOUT
2026-07-01 22:00:00,UE190,XYZ403,SIP_INVITE,SUCCESS,IMS_TIMEOUT
2026-07-01 23:00:00,UE191,XYZ401,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 00:00:00,UE192,XYZ402,SIP_BYE,DROP,NORMAL
2026-07-01 01:00:00,UE193,XYZ402,SIP_INVITE,SUCCESS,IMS_TIMEOUT
2026-07-01 02:00:00,UE194,XYZ402,SIP_INVITE,DROP,IMS_TIMEOUT
2026-07-01 03:00:00,UE195,XYZ403,SIP_BYE,DROP,IMS_TIMEOUT
2026-07-01 04:00:00,UE196,XYZ401,SIP_BYE,DROP,QOS_FLOW_FAIL
2026-07-01 05:00:00,UE197,XYZ403,SIP_BYE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 06:00:00,UE198,XYZ402,SIP_INVITE,DROP,NORMAL
2026-07-01 07:00:00,UE199,XYZ401,PDU_RELEASE,SUCCESS,NORMAL
2026-07-01 08:00:00,UE200,XYZ401,SIP_INVITE,SUCCESS,IMS_TIMEOUT
2026-07-01 09:00:00,UE201,XYZ401,SIP_BYE,SUCCESS,IMS_TIMEOUT
2026-07-01 10:00:00,UE202,XYZ401,SIP_BYE,SUCCESS,IMS_TIMEOUT
2026-07-01 11:00:00,UE203,XYZ403,PDU_RELEASE,DROP,IMS_TIMEOUT
2026-07-01 12:00:00,UE204,XYZ401,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 13:00:00,UE205,XYZ403,SIP_BYE,SUCCESS,NORMAL
2026-07-01 14:00:00,UE206,XYZ403,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 15:00:00,UE207,XYZ401,PDU_RELEASE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 16:00:00,UE208,XYZ402,SIP_INVITE,SUCCESS,IMS_TIMEOUT
2026-07-01 17:00:00,UE209,XYZ402,SIP_BYE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 18:00:00,UE210,XYZ403,SIP_INVITE,DROP,NORMAL
2026-07-01 19:00:00,UE211,XYZ402,SIP_BYE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 20:00:00,UE212,XYZ403,SIP_BYE,DROP,QOS_FLOW_FAIL
2026-07-01 21:00:00,UE213,XYZ403,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 22:00:00,UE214,XYZ402,SIP_BYE,DROP,QOS_FLOW_FAIL
2026-07-01 23:00:00,UE215,XYZ403,SIP_INVITE,SUCCESS,NORMAL
2026-07-01 00:00:00,UE216,XYZ403,PDU_RELEASE,DROP,IMS_TIMEOUT
2026-07-01 01:00:00,UE217,XYZ403,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 02:00:00,UE218,XYZ401,SIP_INVITE,DROP,QOS_FLOW_FAIL
2026-07-01 03:00:00,UE219,XYZ401,SIP_INVITE,DROP,QOS_FLOW_FAIL
2026-07-01 04:00:00,UE220,XYZ402,SIP_INVITE,SUCCESS,NORMAL
2026-07-01 05:00:00,UE221,XYZ401,SIP_INVITE,DROP,NORMAL
2026-07-01 06:00:00,UE222,XYZ402,SIP_BYE,DROP,NORMAL
2026-07-01 07:00:00,UE223,XYZ402,SIP_BYE,SUCCESS,NORMAL
2026-07-01 08:00:00,UE224,XYZ403,SIP_INVITE,SUCCESS,NORMAL
2026-07-01 09:00:00,UE225,XYZ403,SIP_INVITE,SUCCESS,IMS_TIMEOUT
2026-07-01 10:00:00,UE226,XYZ402,PDU_RELEASE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 11:00:00,UE227,XYZ403,SIP_BYE,DROP,IMS_TIMEOUT
2026-07-01 12:00:00,UE228,XYZ401,SIP_BYE,DROP,NORMAL
2026-07-01 13:00:00,UE229,XYZ401,SIP_BYE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 14:00:00,UE230,XYZ402,SIP_INVITE,DROP,NORMAL
2026-07-01 15:00:00,UE231,XYZ403,SIP_INVITE,SUCCESS,NORMAL
2026-07-01 16:00:00,UE232,XYZ403,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 17:00:00,UE233,XYZ402,PDU_RELEASE,DROP,QOS_FLOW_FAIL
2026-07-01 18:00:00,UE234,XYZ403,PDU_RELEASE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 19:00:00,UE235,XYZ403,SIP_BYE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 20:00:00,UE236,XYZ402,PDU_RELEASE,DROP,QOS_FLOW_FAIL
2026-07-01 21:00:00,UE237,XYZ403,PDU_RELEASE,DROP,IMS_TIMEOUT
2026-07-01 22:00:00,UE238,XYZ401,SIP_BYE,DROP,QOS_FLOW_FAIL
2026-07-01 23:00:00,UE239,XYZ401,SIP_BYE,DROP,QOS_FLOW_FAIL
2026-07-01 00:00:00,UE240,XYZ403,SIP_BYE,DROP,IMS_TIMEOUT
2026-07-01 01:00:00,UE241,XYZ402,SIP_BYE,DROP,NORMAL
2026-07-01 02:00:00,UE242,XYZ401,PDU_RELEASE,DROP,QOS_FLOW_FAIL
2026-07-01 03:00:00,UE243,XYZ403,SIP_INVITE,DROP,NORMAL
2026-07-01 04:00:00,UE244,XYZ403,SIP_BYE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 05:00:00,UE245,XYZ402,SIP_BYE,SUCCESS,NORMAL
2026-07-01 06:00:00,UE246,XYZ402,SIP_BYE,DROP,QOS_FLOW_FAIL
2026-07-01 07:00:00,UE247,XYZ401,SIP_INVITE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 08:00:00,UE248,XYZ403,PDU_RELEASE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 09:00:00,UE249,XYZ402,PDU_RELEASE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 10:00:00,UE250,XYZ402,SIP_INVITE,DROP,IMS_TIMEOUT
2026-07-01 11:00:00,UE251,XYZ402,SIP_BYE,SUCCESS,NORMAL
2026-07-01 12:00:00,UE252,XYZ401,PDU_RELEASE,DROP,NORMAL
2026-07-01 13:00:00,UE253,XYZ402,SIP_BYE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 14:00:00,UE254,XYZ403,SIP_BYE,DROP,NORMAL
2026-07-01 15:00:00,UE255,XYZ402,SIP_BYE,DROP,IMS_TIMEOUT
2026-07-01 16:00:00,UE256,XYZ402,PDU_RELEASE,SUCCESS,NORMAL
2026-07-01 17:00:00,UE257,XYZ402,PDU_RELEASE,DROP,NORMAL
2026-07-01 18:00:00,UE258,XYZ401,SIP_BYE,DROP,IMS_TIMEOUT
2026-07-01 19:00:00,UE259,XYZ403,SIP_INVITE,DROP,IMS_TIMEOUT
2026-07-01 20:00:00,UE260,XYZ401,PDU_RELEASE,DROP,NORMAL
2026-07-01 21:00:00,UE261,XYZ402,PDU_RELEASE,DROP,QOS_FLOW_FAIL
2026-07-01 22:00:00,UE262,XYZ403,PDU_RELEASE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 23:00:00,UE263,XYZ402,SIP_INVITE,DROP,IMS_TIMEOUT
2026-07-01 00:00:00,UE264,XYZ401,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 01:00:00,UE265,XYZ403,SIP_INVITE,SUCCESS,IMS_TIMEOUT
2026-07-01 02:00:00,UE266,XYZ402,SIP_BYE,SUCCESS,IMS_TIMEOUT
2026-07-01 03:00:00,UE267,XYZ403,SIP_INVITE,DROP,NORMAL
2026-07-01 04:00:00,UE268,XYZ402,SIP_INVITE,DROP,QOS_FLOW_FAIL
2026-07-01 05:00:00,UE269,XYZ403,SIP_INVITE,DROP,NORMAL
2026-07-01 06:00:00,UE270,XYZ401,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 07:00:00,UE271,XYZ402,PDU_RELEASE,DROP,IMS_TIMEOUT
2026-07-01 08:00:00,UE272,XYZ402,PDU_RELEASE,DROP,IMS_TIMEOUT
2026-07-01 09:00:00,UE273,XYZ401,SIP_INVITE,DROP,QOS_FLOW_FAIL
2026-07-01 10:00:00,UE274,XYZ403,SIP_BYE,SUCCESS,NORMAL
2026-07-01 11:00:00,UE275,XYZ403,SIP_INVITE,DROP,QOS_FLOW_FAIL
2026-07-01 12:00:00,UE276,XYZ402,SIP_BYE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 13:00:00,UE277,XYZ403,PDU_RELEASE,SUCCESS,IMS_TIMEOUT
2026-07-01 14:00:00,UE278,XYZ403,SIP_BYE,SUCCESS,QOS_FLOW_FAIL
2026-07-01 15:00:00,UE279,XYZ403,PDU_RELEASE,DROP,QOS_FLOW_FAIL
2026-07-01 16:00:00,UE280,XYZ402,PDU_RELEASE,DROP,QOS_FLOW_FAIL
2026-07-01 17:00:00,UE281,XYZ403,SIP_BYE,SUCCESS,IMS_TIMEOUT
2026-07-01 18:00:00,UE282,XYZ401,SIP_BYE,DROP,IMS_TIMEOUT
2026-07-01 19:00:00,UE283,XYZ403,SIP_INVITE,SUCCESS,IMS_TIMEOUT
2026-07-01 20:00:00,UE284,XYZ403,PDU_RELEASE,DROP,NORMAL
2026-07-01 21:00:00,UE285,XYZ401,SIP_BYE,DROP,IMS_TIMEOUT
2026-07-01 22:00:00,UE286,XYZ401,PDU_RELEASE,DROP,IMS_TIMEOUT
