timestamp,cell_id,ho_attempt,rach_attempt,dl_tp,ul_tp,cqi,ho_success,rach_success
2026-07-01 06:06:00,XYZ408,1074,458,323,138,9,971,424
2026-07-01 06:07:00,XYZ401,1650,598,378,21,8,1505,492
2026-07-01 07:00:00,XYZ409,647,738,250,141,11,615,592
2026-07-01 07:00:00,XYZ408,1999,856,191,28,13,1808,702
2026-07-01 07:00:00,XYZ407,1847,218,65,105,3,1688,193
2026-07-01 07:00:00,XYZ406,1220,847,473,92,5,1006,802
2026-07-01 07:00:00,XYZ401,1522,857,719,12,1,1282,707
2026-07-01 07:00:00,XYZ404,1454,525,466,67,4,1348,460
2026-07-01 07:00:00,XYZ403,1066,490,525,19,12,940,431
2026-07-01 07:00:00,XYZ402,541,371,541,92,9,459,307
2026-07-01 07:00:00,XYZ405,1701,577,776,67,7,1666,540
2026-07-01 07:01:00,XYZ406,1488,382,419,110,11,1467,317
2026-07-01 07:01:00,XYZ408,1122,360,578,91,10,914,324
2026-07-01 07:01:00,XYZ407,1268,782,786,43,5,1063,682
2026-07-01 07:01:00,XYZ405,538,329,660,47,14,444,274
2026-07-01 07:01:00,XYZ409,1824,242,444,67,6,1542,231
2026-07-01 07:01:00,XYZ403,1020,228,484,135,7,982,221
2026-07-01 07:01:00,XYZ401,541,510,350,19,9,523,433
2026-07-01 07:01:00,XYZ404,1093,682,436,26,15,944,555
2026-07-01 07:01:00,XYZ402,1475,725,162,16,12,1290,638
2026-07-01 07:02:00,XYZ401,565,780,263,48,5,525,718
2026-07-01 07:02:00,XYZ402,855,460,764,24,4,831,391
2026-07-01 07:02:00,XYZ403,1308,909,215,26,11,1094,801
2026-07-01 07:02:00,XYZ404,1756,577,336,92,4,1635,531
2026-07-01 07:02:00,XYZ405,1562,462,489,11,10,1305,454
2026-07-01 07:02:00,XYZ406,665,822,203,96,12,592,781
2026-07-01 07:02:00,XYZ407,990,760,369,120,12,855,678
2026-07-01 07:02:00,XYZ408,725,212,171,64,10,688,205
2026-07-01 07:02:00,XYZ409,811,780,362,113,15,721,696
2026-07-01 07:03:00,XYZ406,651,863,458,31,10,525,759
2026-07-01 07:03:00,XYZ408,1189,823,723,66,13,978,786
2026-07-01 07:03:00,XYZ405,823,967,253,138,7,805,941
2026-07-01 07:03:00,XYZ402,722,631,772,52,14,654,570
2026-07-01 07:03:00,XYZ401,812,880,192,93,15,699,745
2026-07-01 07:03:00,XYZ404,599,640,550,22,11,511,544
2026-07-01 07:04:00,XYZ402,1642,703,669,72,9,1471,612
2026-07-01 07:04:00,XYZ405,1296,482,211,138,3,1058,472
2026-07-01 07:04:00,XYZ406,1684,482,68,57,3,1480,462
2026-07-01 07:04:00,XYZ408,1215,860,243,25,15,1041,755
2026-07-01 07:05:00,XYZ408,1233,212,63,22,9,1132,183
2026-07-01 07:05:00,XYZ405,1686,327,370,14,8,1540,272
2026-07-01 07:06:00,XYZ405,501,940,247,73,15,407,764
2026-07-01 07:06:00,XYZ408,926,580,785,24,9,907,518
2026-07-01 07:07:00,XYZ405,1558,493,540,112,4,1446,468
2026-07-01 08:00:00,XYZ407,841,868,709,32,12,761,736
2026-07-01 08:00:00,XYZ406,951,682,722,132,1,792,587
2026-07-01 08:00:00,XYZ409,690,972,753,140,9,576,928
2026-07-01 08:00:00,XYZ408,1656,653,178,103,10,1507,550
2026-07-01 08:00:00,XYZ410,645,682,535,111,1,552,573
2026-07-01 08:00:00,XYZ405,870,301,526,18,10,794,242
2026-07-01 08:00:00,XYZ403,697,770,98,22,6,605,659
2026-07-01 08:00:00,XYZ402,1375,697,724,118,6,1225,689
2026-07-01 08:00:00,XYZ401,1909,753,317,90,1,1672,738
2026-07-01 08:00:00,XYZ404,1201,599,340,132,13,1053,567
2026-07-01 08:01:00,XYZ410,1349,963,414,136,14,1096,835
2026-07-01 08:01:00,XYZ409,656,761,795,131,12,638,685
2026-07-01 08:01:00,XYZ408,1089,511,695,125,10,951,442
2026-07-01 08:01:00,XYZ407,1914,832,711,59,10,1837,724
2026-07-01 08:01:00,XYZ406,1638,552,381,143,8,1359,531
2026-07-01 08:01:00,XYZ405,524,461,651,82,3,424,393
2026-07-01 08:01:00,XYZ404,1986,296,558,81,13,1915,258
2026-07-01 08:01:00,XYZ403,1701,879,622,149,13,1431,723
2026-07-01 08:01:00,XYZ402,705,592,227,122,10,663,474
2026-07-01 08:01:00,XYZ401,1746,224,399,52,4,1417,207
2026-07-01 08:02:00,XYZ409,1075,622,589,136,7,955,541
2026-07-01 08:02:00,XYZ410,1939,884,701,17,6,1867,722
2026-07-01 08:02:00,XYZ408,1163,983,620,80,12,949,873
2026-07-01 08:02:00,XYZ407,1879,969,243,81,14,1751,913
2026-07-01 08:02:00,XYZ402,510,580,145,148,4,495,486
2026-07-01 08:02:00,XYZ405,996,259,478,136,1,977,210
2026-07-01 08:02:00,XYZ404,516,318,769,12,13,429,258
2026-07-01 08:02:00,XYZ401,1313,279,717,67,14,1230,256
2026-07-01 08:02:00,XYZ406,1209,272,786,58,4,997,241
2026-07-01 08:03:00,XYZ410,1741,467,210,113,10,1395,448
2026-07-01 08:03:00,XYZ401,1372,548,98,148,9,1185,473
2026-07-01 08:03:00,XYZ402,724,535,673,80,13,702,497
2026-07-01 08:03:00,XYZ404,1373,758,508,73,14,1272,629
2026-07-01 08:03:00,XYZ405,777,864,313,121,4,677,848
2026-07-01 08:03:00,XYZ406,1262,837,752,17,1,1163,710
2026-07-01 08:03:00,XYZ407,1676,412,174,55,12,1403,337
2026-07-01 08:03:00,XYZ408,1251,732,714,90,12,1150,683
2026-07-01 08:04:00,XYZ407,723,584,536,58,15,610,493
2026-07-01 08:04:00,XYZ406,1612,825,360,49,6,1558,693
2026-07-01 08:04:00,XYZ404,1446,747,789,139,3,1171,707
2026-07-01 08:05:00,XYZ404,1686,330,108,81,13,1647,314
2026-07-01 08:05:00,XYZ407,1508,428,282,69,9,1458,395
2026-07-01 09:00:00,XYZ401,1732,269,487,130,3,1697,258
2026-07-01 09:00:00,XYZ402,1206,573,84,72,6,1058,466
2026-07-01 09:00:00,XYZ403,1435,466,314,43,15,1169,442
2026-07-01 09:00:00,XYZ404,817,820,525,112,4,664,757
2026-07-01 09:00:00,XYZ405,1387,681,624,74,8,1215,566
2026-07-01 09:00:00,XYZ406,1262,563,741,125,5,1203,456
2026-07-01 09:00:00,XYZ407,1872,836,132,39,13,1603,683
2026-07-01 09:00:00,XYZ408,664,307,425,110,7,543,256
2026-07-01 09:00:00,XYZ409,975,950,173,115,15,933,841
2026-07-01 09:00:00,XYZ410,540,813,211,133,14,490,738
2026-07-01 09:01:00,XYZ410,528,599,56,116,10,473,500
2026-07-01 09:01:00,XYZ408,1489,852,345,130,1,1328,814
2026-07-01 09:01:00,XYZ407,1257,659,232,140,13,1046,540
2026-07-01 09:01:00,XYZ402,1063,441,598,41,12,1016,407
2026-07-01 09:01:00,XYZ405,1894,440,300,32,13,1533,388
2026-07-01 09:01:00,XYZ401,1133,847,481,56,1,1018,807
2026-07-01 09:01:00,XYZ406,1562,618,152,105,14,1318,603
2026-07-01 09:02:00,XYZ401,1752,798,693,34,6,1593,709
2026-07-01 09:02:00,XYZ402,539,209,322,116,4,432,192
2026-07-01 09:02:00,XYZ405,926,785,770,92,9,862,724
2026-07-01 09:02:00,XYZ406,859,389,163,73,12,737,337
2026-07-01 09:02:00,XYZ407,1723,598,381,146,13,1598,583
2026-07-01 09:02:00,XYZ408,1750,501,153,113,1,1599,483
2026-07-01 09:02:00,XYZ410,792,718,80,47,14,750,594
2026-07-01 09:03:00,XYZ410,561,793,428,38,11,525,733
2026-07-01 09:03:00,XYZ408,954,699,461,44,9,909,649
2026-07-01 09:03:00,XYZ407,1872,862,424,28,2,1614,785
