timestamp,cell_id,severity,alarm_name
2026-07-01 08:00:00,XYZ403,MINOR,Transport Packet Loss
2026-07-01 09:00:00,XYZ401,CRITICAL,Beam Threshold
2026-07-01 10:00:00,XYZ403,MAJOR,PTP Sync Lost
2026-07-01 11:00:00,XYZ402,MINOR,PTP Sync Lost
2026-07-01 12:00:00,XYZ402,MAJOR,Beam Threshold
2026-07-01 13:00:00,XYZ403,CRITICAL,PTP Sync Lost
2026-07-01 14:00:00,XYZ402,CRITICAL,PTP Sync Lost
2026-07-01 15:00:00,XYZ403,CRITICAL,Beam Threshold
2026-07-01 16:00:00,XYZ403,MINOR,PTP Sync Lost
2026-07-01 17:00:00,XYZ401,MINOR,Beam Threshold
2026-07-01 18:00:00,XYZ403,MAJOR,PTP Sync Lost
2026-07-01 19:00:00,XYZ401,CRITICAL,PTP Sync Lost
2026-07-01 20:00:00,XYZ401,MINOR,Transport Packet Loss
2026-07-01 21:00:00,XYZ401,MAJOR,PTP Sync Lost
2026-07-01 22:00:00,XYZ403,MAJOR,Beam Threshold
2026-07-01 23:00:00,XYZ403,CRITICAL,Beam Threshold
2026-07-01 00:00:00,XYZ403,MAJOR,Beam Threshold
2026-07-01 01:00:00,XYZ401,CRITICAL,Beam Threshold
2026-07-01 02:00:00,XYZ402,MAJOR,Transport Packet Loss
2026-07-01 03:00:00,XYZ403,CRITICAL,Transport Packet Loss
2026-07-01 04:00:00,XYZ401,MINOR,Transport Packet Loss
2026-07-01 05:00:00,XYZ402,MINOR,Beam Threshold
2026-07-01 06:00:00,XYZ402,MINOR,PTP Sync Lost
2026-07-01 07:00:00,XYZ403,MAJOR,Transport Packet Loss
2026-07-01 08:00:00,XYZ403,MAJOR,Beam Threshold
2026-07-01 09:00:00,XYZ402,MINOR,Transport Packet Loss
2026-07-01 10:00:00,XYZ401,CRITICAL,Beam Threshold
2026-07-01 11:00:00,XYZ402,MINOR,Transport Packet Loss
2026-07-01 12:00:00,XYZ402,MAJOR,PTP Sync Lost
2026-07-01 13:00:00,XYZ402,MAJOR,PTP Sync Lost
2026-07-01 14:00:00,XYZ401,CRITICAL,PTP Sync Lost
2026-07-01 15:00:00,XYZ402,MINOR,Transport Packet Loss
2026-07-01 16:00:00,XYZ401,MINOR,PTP Sync Lost
2026-07-01 17:00:00,XYZ403,MINOR,Beam Threshold
2026-07-01 18:00:00,XYZ401,MAJOR,Transport Packet Loss
2026-07-01 19:00:00,XYZ403,MINOR,Beam Threshold
2026-07-01 20:00:00,XYZ403,MAJOR,Beam Threshold
2026-07-01 21:00:00,XYZ402,CRITICAL,PTP Sync Lost
2026-07-01 22:00:00,XYZ403,CRITICAL,PTP Sync Lost
2026-07-01 23:00:00,XYZ403,MINOR,PTP Sync Lost
2026-07-01 00:00:00,XYZ402,MAJOR,Beam Threshold
2026-07-01 01:00:00,XYZ402,CRITICAL,Beam Threshold
2026-07-01 02:00:00,XYZ403,CRITICAL,PTP Sync Lost
2026-07-01 03:00:00,XYZ403,MAJOR,Transport Packet Loss
2026-07-01 04:00:00,XYZ403,MINOR,Transport Packet Loss
2026-07-01 05:00:00,XYZ402,CRITICAL,Transport Packet Loss
2026-07-01 06:00:00,XYZ402,CRITICAL,Beam Threshold
2026-07-01 07:00:00,XYZ402,MAJOR,Beam Threshold
2026-07-01 08:00:00,XYZ402,MAJOR,PTP Sync Lost
2026-07-01 09:00:00,XYZ401,MAJOR,PTP Sync Lost
2026-07-01 10:00:00,XYZ403,MINOR,Beam Threshold
2026-07-01 11:00:00,XYZ403,MAJOR,Transport Packet Loss
2026-07-01 12:00:00,XYZ402,CRITICAL,PTP Sync Lost
2026-07-01 13:00:00,XYZ403,MINOR,Beam Threshold
2026-07-01 14:00:00,XYZ402,MAJOR,Transport Packet Loss
2026-07-01 15:00:00,XYZ401,MAJOR,Beam Threshold
2026-07-01 16:00:00,XYZ402,CRITICAL,PTP Sync Lost
2026-07-01 17:00:00,XYZ402,MINOR,Transport Packet Loss
2026-07-01 18:00:00,XYZ402,CRITICAL,Beam Threshold
2026-07-01 19:00:00,XYZ401,CRITICAL,PTP Sync Lost
2026-07-01 20:00:00,XYZ401,MAJOR,Transport Packet Loss
2026-07-01 21:00:00,XYZ402,MINOR,Transport Packet Loss
2026-07-01 22:00:00,XYZ401,MAJOR,Transport Packet Loss
2026-07-01 23:00:00,XYZ403,CRITICAL,PTP Sync Lost
2026-07-01 00:00:00,XYZ403,MINOR,Transport Packet Loss
2026-07-01 01:00:00,XYZ401,CRITICAL,Beam Threshold
2026-07-01 02:00:00,XYZ401,MINOR,PTP Sync Lost
2026-07-01 03:00:00,XYZ401,MINOR,Transport Packet Loss
2026-07-01 04:00:00,XYZ402,MAJOR,PTP Sync Lost
2026-07-01 05:00:00,XYZ402,CRITICAL,PTP Sync Lost
2026-07-01 06:00:00,XYZ401,MAJOR,Transport Packet Loss
2026-07-01 07:00:00,XYZ402,MINOR,Transport Packet Loss
2026-07-01 08:00:00,XYZ403,MINOR,Transport Packet Loss
2026-07-01 09:00:00,XYZ401,MINOR,Transport Packet Loss
2026-07-01 10:00:00,XYZ403,MAJOR,Beam Threshold
2026-07-01 11:00:00,XYZ403,MAJOR,Transport Packet Loss
2026-07-01 12:00:00,XYZ402,MINOR,PTP Sync Lost
2026-07-01 13:00:00,XYZ402,MINOR,PTP Sync Lost
2026-07-01 14:00:00,XYZ403,MINOR,Transport Packet Loss
2026-07-01 15:00:00,XYZ402,MINOR,Beam Threshold
2026-07-01 16:00:00,XYZ401,MINOR,Transport Packet Loss
2026-07-01 17:00:00,XYZ402,MINOR,Transport Packet Loss
2026-07-01 18:00:00,XYZ403,CRITICAL,Beam Threshold
2026-07-01 19:00:00,XYZ402,CRITICAL,PTP Sync Lost
2026-07-01 20:00:00,XYZ402,MAJOR,Transport Packet Loss
2026-07-01 21:00:00,XYZ402,MAJOR,PTP Sync Lost
2026-07-01 22:00:00,XYZ402,MAJOR,Beam Threshold
2026-07-01 23:00:00,XYZ402,CRITICAL,Transport Packet Loss
2026-07-01 00:00:00,XYZ402,MINOR,PTP Sync Lost
2026-07-01 01:00:00,XYZ402,MINOR,Transport Packet Loss
2026-07-01 02:00:00,XYZ401,CRITICAL,Transport Packet Loss
2026-07-01 03:00:00,XYZ402,CRITICAL,Beam Threshold
2026-07-01 04:00:00,XYZ403,MAJOR,Transport Packet Loss
2026-07-01 05:00:00,XYZ403,MINOR,Transport Packet Loss
2026-07-01 06:00:00,XYZ401,MINOR,PTP Sync Lost
2026-07-01 07:00:00,XYZ401,CRITICAL,PTP Sync Lost
2026-07-01 08:00:00,XYZ401,MINOR,Transport Packet Loss
2026-07-01 09:00:00,XYZ403,MINOR,PTP Sync Lost
2026-07-01 10:00:00,XYZ402,CRITICAL,PTP Sync Lost
2026-07-01 11:00:00,XYZ403,MINOR,Transport Packet Loss
2026-07-01 12:00:00,XYZ403,MINOR,Beam Threshold
2026-07-01 13:00:00,XYZ403,MINOR,Transport Packet Loss
2026-07-01 14:00:00,XYZ403,MINOR,Transport Packet Loss
2026-07-01 15:00:00,XYZ402,CRITICAL,PTP Sync Lost
2026-07-01 16:00:00,XYZ401,MINOR,Transport Packet Loss
2026-07-01 17:00:00,XYZ403,MINOR,Beam Threshold
2026-07-01 18:00:00,XYZ401,MINOR,Transport Packet Loss
2026-07-01 19:00:00,XYZ402,CRITICAL,Transport Packet Loss
2026-07-01 20:00:00,XYZ402,CRITICAL,PTP Sync Lost
2026-07-01 21:00:00,XYZ401,MAJOR,Beam Threshold
2026-07-01 22:00:00,XYZ403,MINOR,PTP Sync Lost
2026-07-01 23:00:00,XYZ402,CRITICAL,Transport Packet Loss
2026-07-01 00:00:00,XYZ403,MAJOR,Beam Threshold
2026-07-01 01:00:00,XYZ401,MAJOR,PTP Sync Lost
2026-07-01 02:00:00,XYZ401,MAJOR,Transport Packet Loss
2026-07-01 03:00:00,XYZ401,CRITICAL,Beam Threshold
2026-07-01 04:00:00,XYZ401,CRITICAL,Transport Packet Loss
2026-07-01 05:00:00,XYZ402,MINOR,PTP Sync Lost
2026-07-01 06:00:00,XYZ402,MINOR,Transport Packet Loss
2026-07-01 07:00:00,XYZ402,MINOR,Transport Packet Loss
2026-07-01 08:00:00,XYZ403,MINOR,Transport Packet Loss
2026-07-01 09:00:00,XYZ403,MAJOR,Beam Threshold
2026-07-01 10:00:00,XYZ401,CRITICAL,PTP Sync Lost
2026-07-01 11:00:00,XYZ401,CRITICAL,Transport Packet Loss
2026-07-01 12:00:00,XYZ402,MINOR,Transport Packet Loss
2026-07-01 13:00:00,XYZ403,MAJOR,PTP Sync Lost
2026-07-01 14:00:00,XYZ402,MINOR,Beam Threshold
2026-07-01 15:00:00,XYZ401,MINOR,Transport Packet Loss
2026-07-01 16:00:00,XYZ403,MAJOR,Beam Threshold
2026-07-01 17:00:00,XYZ403,CRITICAL,Transport Packet Loss
2026-07-01 18:00:00,XYZ403,MAJOR,Transport Packet Loss
2026-07-01 19:00:00,XYZ403,MINOR,PTP Sync Lost
2026-07-01 20:00:00,XYZ401,CRITICAL,Beam Threshold
2026-07-01 21:00:00,XYZ403,MAJOR,Transport Packet Loss
2026-07-01 22:00:00,XYZ403,MAJOR,Transport Packet Loss
2026-07-01 23:00:00,XYZ403,MINOR,Beam Threshold
2026-07-01 00:00:00,XYZ403,MINOR,PTP Sync Lost
2026-07-01 01:00:00,XYZ402,MINOR,Transport Packet Loss
2026-07-01 02:00:00,XYZ401,MINOR,Transport Packet Loss
2026-07-01 03:00:00,XYZ401,CRITICAL,Transport Packet Loss
2026-07-01 04:00:00,XYZ403,CRITICAL,Transport Packet Loss
2026-07-01 05:00:00,XYZ403,CRITICAL,Transport Packet Loss
2026-07-01 06:00:00,XYZ403,MINOR,Beam Threshold
2026-07-01 07:00:00,XYZ401,CRITICAL,Transport Packet Loss
2026-07-01 08:00:00,XYZ403,MINOR,PTP Sync Lost
2026-07-01 09:00:00,XYZ401,MINOR,Transport Packet Loss
2026-07-01 10:00:00,XYZ401,CRITICAL,Transport Packet Loss
2026-07-01 11:00:00,XYZ403,MINOR,Beam Threshold
2026-07-01 12:00:00,XYZ401,MINOR,Beam Threshold
2026-07-01 13:00:00,XYZ401,MINOR,Transport Packet Loss
2026-07-01 14:00:00,XYZ402,MAJOR,PTP Sync Lost
2026-07-01 15:00:00,XYZ403,CRITICAL,Transport Packet Loss
2026-07-01 16:00:00,XYZ402,MINOR,Beam Threshold
2026-07-01 17:00:00,XYZ402,MAJOR,PTP Sync Lost
2026-07-01 18:00:00,XYZ403,CRITICAL,Beam Threshold
2026-07-01 19:00:00,XYZ403,CRITICAL,Beam Threshold
2026-07-01 20:00:00,XYZ402,CRITICAL,PTP Sync Lost
2026-07-01 21:00:00,XYZ401,MINOR,PTP Sync Lost
2026-07-01 22:00:00,XYZ401,MINOR,PTP Sync Lost
2026-07-01 23:00:00,XYZ402,MINOR,PTP Sync Lost
2026-07-01 00:00:00,XYZ403,MAJOR,Beam Threshold
2026-07-01 01:00:00,XYZ402,MINOR,PTP Sync Lost
2026-07-01 02:00:00,XYZ402,MAJOR,Transport Packet Loss
2026-07-01 03:00:00,XYZ401,CRITICAL,Beam Threshold
2026-07-01 04:00:00,XYZ403,MINOR,PTP Sync Lost
2026-07-01 05:00:00,XYZ403,MINOR,PTP Sync Lost
2026-07-01 06:00:00,XYZ402,MINOR,Transport Packet Loss
2026-07-01 07:00:00,XYZ401,CRITICAL,PTP Sync Lost
2026-07-01 08:00:00,XYZ401,MINOR,Beam Threshold
2026-07-01 09:00:00,XYZ402,MAJOR,Transport Packet Loss
2026-07-01 10:00:00,XYZ402,CRITICAL,Beam Threshold
2026-07-01 11:00:00,XYZ401,MINOR,PTP Sync Lost
2026-07-01 12:00:00,XYZ401,MINOR,Transport Packet Loss
2026-07-01 13:00:00,XYZ402,MAJOR,PTP Sync Lost
2026-07-01 14:00:00,XYZ401,MAJOR,Transport Packet Loss
2026-07-01 15:00:00,XYZ402,MINOR,Transport Packet Loss
2026-07-01 16:00:00,XYZ403,MINOR,Beam Threshold
2026-07-01 17:00:00,XYZ401,MINOR,Beam Threshold
2026-07-01 18:00:00,XYZ402,MAJOR,Beam Threshold
2026-07-01 19:00:00,XYZ401,MINOR,Beam Threshold
2026-07-01 20:00:00,XYZ401,MINOR,PTP Sync Lost
2026-07-01 21:00:00,XYZ403,MAJOR,Transport Packet Loss
2026-07-01 22:00:00,XYZ403,MINOR,Transport Packet Loss
2026-07-01 23:00:00,XYZ402,CRITICAL,Beam Threshold
2026-07-01 00:00:00,XYZ403,CRITICAL,Transport Packet Loss
2026-07-01 01:00:00,XYZ401,CRITICAL,Beam Threshold
2026-07-01 02:00:00,XYZ401,CRITICAL,PTP Sync Lost
2026-07-01 03:00:00,XYZ401,CRITICAL,Transport Packet Loss
2026-07-01 04:00:00,XYZ403,MINOR,Transport Packet Loss
2026-07-01 05:00:00,XYZ403,MAJOR,Beam Threshold
2026-07-01 06:00:00,XYZ403,MINOR,PTP Sync Lost
2026-07-01 07:00:00,XYZ403,CRITICAL,Beam Threshold
2026-07-01 08:00:00,XYZ403,MAJOR,PTP Sync Lost
2026-07-01 09:00:00,XYZ403,MAJOR,Beam Threshold
2026-07-01 10:00:00,XYZ403,MAJOR,Beam Threshold
2026-07-01 11:00:00,XYZ402,MINOR,Beam Threshold
2026-07-01 12:00:00,XYZ401,MINOR,Transport Packet Loss
2026-07-01 13:00:00,XYZ402,MINOR,Beam Threshold
2026-07-01 14:00:00,XYZ402,MINOR,Transport Packet Loss
2026-07-01 15:00:00,XYZ401,MINOR,Beam Threshold
2026-07-01 16:00:00,XYZ402,MINOR,PTP Sync Lost
2026-07-01 17:00:00,XYZ401,CRITICAL,Beam Threshold
2026-07-01 18:00:00,XYZ401,MAJOR,Beam Threshold
2026-07-01 19:00:00,XYZ401,MINOR,Beam Threshold
2026-07-01 20:00:00,XYZ403,MINOR,Beam Threshold
2026-07-01 21:00:00,XYZ403,MAJOR,Transport Packet Loss
2026-07-01 22:00:00,XYZ402,MAJOR,Transport Packet Loss
2026-07-01 23:00:00,XYZ403,CRITICAL,Beam Threshold
2026-07-01 00:00:00,XYZ402,CRITICAL,PTP Sync Lost
2026-07-01 01:00:00,XYZ403,MINOR,Beam Threshold
2026-07-01 02:00:00,XYZ403,CRITICAL,PTP Sync Lost
2026-07-01 03:00:00,XYZ402,CRITICAL,Transport Packet Loss
2026-07-01 04:00:00,XYZ402,CRITICAL,Transport Packet Loss
2026-07-01 05:00:00,XYZ401,CRITICAL,Transport Packet Loss
2026-07-01 06:00:00,XYZ403,MINOR,Beam Threshold
2026-07-01 07:00:00,XYZ403,MINOR,Beam Threshold
2026-07-01 08:00:00,XYZ401,CRITICAL,Transport Packet Loss
2026-07-01 09:00:00,XYZ401,MINOR,Transport Packet Loss
2026-07-01 10:00:00,XYZ403,MAJOR,PTP Sync Lost
2026-07-01 11:00:00,XYZ403,CRITICAL,Beam Threshold
2026-07-01 12:00:00,XYZ402,CRITICAL,Beam Threshold
2026-07-01 13:00:00,XYZ402,MAJOR,Beam Threshold
2026-07-01 14:00:00,XYZ401,MINOR,Transport Packet Loss
2026-07-01 15:00:00,XYZ401,CRITICAL,Beam Threshold
2026-07-01 16:00:00,XYZ401,MINOR,Transport Packet Loss
2026-07-01 17:00:00,XYZ402,MINOR,Beam Threshold
2026-07-01 18:00:00,XYZ401,MAJOR,Transport Packet Loss
2026-07-01 19:00:00,XYZ403,MAJOR,PTP Sync Lost
2026-07-01 20:00:00,XYZ403,MAJOR,Transport Packet Loss
2026-07-01 21:00:00,XYZ401,MAJOR,Transport Packet Loss
2026-07-01 22:00:00,XYZ402,MINOR,PTP Sync Lost
2026-07-01 23:00:00,XYZ402,MINOR,Beam Threshold
2026-07-01 00:00:00,XYZ402,MAJOR,Beam Threshold
2026-07-01 01:00:00,XYZ402,CRITICAL,Transport Packet Loss
2026-07-01 02:00:00,XYZ403,MINOR,Transport Packet Loss
2026-07-01 03:00:00,XYZ403,MAJOR,PTP Sync Lost
2026-07-01 04:00:00,XYZ403,CRITICAL,Beam Threshold
2026-07-01 05:00:00,XYZ401,MINOR,Transport Packet Loss
2026-07-01 06:00:00,XYZ401,MINOR,PTP Sync Lost
2026-07-01 07:00:00,XYZ402,MINOR,Beam Threshold
2026-07-01 08:00:00,XYZ403,MAJOR,Beam Threshold
2026-07-01 09:00:00,XYZ402,MAJOR,PTP Sync Lost
2026-07-01 10:00:00,XYZ401,CRITICAL,Transport Packet Loss
2026-07-01 11:00:00,XYZ402,CRITICAL,PTP Sync Lost
2026-07-01 12:00:00,XYZ402,MINOR,PTP Sync Lost
2026-07-01 13:00:00,XYZ401,MAJOR,PTP Sync Lost
2026-07-01 14:00:00,XYZ401,MAJOR,Beam Threshold
2026-07-01 15:00:00,XYZ402,MAJOR,Transport Packet Loss
2026-07-01 16:00:00,XYZ403,CRITICAL,PTP Sync Lost
2026-07-01 17:00:00,XYZ403,CRITICAL,Beam Threshold
2026-07-01 18:00:00,XYZ401,MINOR,PTP Sync Lost
2026-07-01 19:00:00,XYZ401,MINOR,Transport Packet Loss
2026-07-01 20:00:00,XYZ403,CRITICAL,Beam Threshold
2026-07-01 21:00:00,XYZ402,MAJOR,Beam Threshold
2026-07-01 22:00:00,XYZ402,MINOR,Transport Packet Loss
2026-07-01 23:00:00,XYZ401,MAJOR,Transport Packet Loss
2026-07-01 00:00:00,XYZ403,MAJOR,Transport Packet Loss
2026-07-01 01:00:00,XYZ403,MINOR,Beam Threshold
2026-07-01 02:00:00,XYZ403,MINOR,Transport Packet Loss
2026-07-01 03:00:00,XYZ403,CRITICAL,Transport Packet Loss
2026-07-01 04:00:00,XYZ402,MINOR,Transport Packet Loss
2026-07-01 05:00:00,XYZ403,MAJOR,PTP Sync Lost
2026-07-01 06:00:00,XYZ403,CRITICAL,PTP Sync Lost
2026-07-01 07:00:00,XYZ402,MINOR,Beam Threshold
2026-07-01 08:00:00,XYZ402,MAJOR,Transport Packet Loss
2026-07-01 09:00:00,XYZ403,MAJOR,PTP Sync Lost
2026-07-01 10:00:00,XYZ401,MAJOR,Transport Packet Loss
2026-07-01 11:00:00,XYZ401,CRITICAL,Beam Threshold
2026-07-01 12:00:00,XYZ402,MINOR,Beam Threshold
2026-07-01 13:00:00,XYZ401,CRITICAL,Transport Packet Loss
2026-07-01 14:00:00,XYZ402,MAJOR,Beam Threshold
2026-07-01 15:00:00,XYZ401,CRITICAL,Beam Threshold
2026-07-01 16:00:00,XYZ401,MAJOR,Transport Packet Loss
2026-07-01 17:00:00,XYZ403,MAJOR,Transport Packet Loss
2026-07-01 18:00:00,XYZ401,MINOR,Beam Threshold
2026-07-01 19:00:00,XYZ403,CRITICAL,Transport Packet Loss
2026-07-01 20:00:00,XYZ401,MAJOR,Transport Packet Loss
2026-07-01 21:00:00,XYZ403,MINOR,PTP Sync Lost
