timestamp,ue_id,latitude,longitude,site_id,cell_id,sector,pci,distance_miles,serving_ssb,neighbor_ssb,beam_id,beam_azimuth_deg,beam_width_deg,beam_electrical_tilt_deg,beam_mechanical_tilt_deg,beam_switch_count,beam_switch_rate_per_min,rsrp_dbm,rsrq_db,sinr_db,cqi,mcs_dl,mcs_ul,bler_dl_pct,bler_ul_pct,dl_tp_mbps,ul_tp_mbps,latency_ms,prb_dl_pct,prb_ul_pct,ho_status,coverage_status,beam_health_score
2026-07-01 04:00:00,UE00028,32.90135767168009,-96.9744277913067,SITE01,XYZ402,A,101,2.406,SSB_5,SSB_6,5,240,30,6,2,28,5.6,-107,-10,2,5,15,13,10.77,8.62,266,46,26,65,16,SUCCESS,Fair,29
2026-07-01 05:00:00,UE00029,32.91734782050177,-96.9503455116328,SITE01,XYZ403,B,102,2.359,SSB_6,SSB_1,6,300,30,6,2,6,1.2,-114,-10,7,7,17,15,9.36,7.49,294,50,128,94,43,SUCCESS,Coverage_Hole,47
2026-07-01 06:00:00,UE00030,32.89419713568289,-97.00032962659711,SITE01,XYZ401,C,100,2.951,SSB_1,SSB_2,1,0,30,6,2,31,6.2,-110,-10,-8,1,11,9,15.15,12.12,49,6,76,56,26,SUCCESS,Coverage_Hole,5
2026-07-01 07:00:00,UE00031,32.93779854167526,-96.94076296390432,SITE01,XYZ402,A,101,2.581,SSB_2,SSB_3,2,60,30,6,2,18,3.6,-109,-10,-6,1,11,9,14.99,11.99,43,7,114,31,75,SUCCESS,Fair,5
2026-07-01 08:00:00,UE00032,32.92949483490553,-96.97101103090452,SITE01,XYZ403,A,102,0.906,SSB_3,SSB_4,3,120,30,6,2,20,4.0,-82,-10,17,11,21,19,4.9,3.92,454,81,37,35,71,EXEC_FAILURE,Coverage_Hole,84
2026-07-01 09:00:00,UE00033,32.976438646623414,-96.99325395879681,SITE01,XYZ401,A,100,2.895,SSB_4,SSB_5,4,180,30,6,2,16,3.2,-115,-10,2,5,15,13,11.41,9.13,267,43,116,26,60,SUCCESS,Good,28
2026-07-01 10:00:00,UE00034,32.95634201064288,-97.00569744391441,SITE01,XYZ402,A,101,1.889,SSB_5,SSB_6,5,240,30,6,2,21,4.2,-103,-10,2,5,15,13,10.47,8.38,232,45,85,64,18,PREP_FAILURE,Poor,29
2026-07-01 11:00:00,UE00035,32.93716932560243,-96.9999540766226,SITE01,XYZ403,B,102,0.867,SSB_6,SSB_1,6,300,30,6,2,12,2.4,-97,-10,19,12,22,20,4.81,3.85,456,95,106,77,34,SUCCESS,Excellent,91
2026-07-01 12:00:00,UE00036,32.919288708498236,-97.02576189613166,SITE01,XYZ401,B,100,2.588,SSB_1,SSB_2,1,0,30,6,2,5,1.0,-114,-10,-3,3,13,11,12.96,10.37,112,24,58,64,46,SUCCESS,Coverage_Hole,10
2026-07-01 13:00:00,UE00037,32.95882213465595,-96.97727621777743,SITE01,XYZ402,C,101,1.704,SSB_2,SSB_3,2,60,30,6,2,14,2.8,-97,-10,4,6,16,14,9.15,7.32,233,42,15,73,17,EXEC_FAILURE,Excellent,37
2026-07-01 14:00:00,UE00038,32.97523944482476,-96.99791789133323,SITE01,XYZ403,B,102,2.87,SSB_3,SSB_4,3,120,30,6,2,25,5.0,-116,-10,-3,3,13,11,12.21,9.77,126,20,74,69,42,SUCCESS,Excellent,11
2026-07-01 15:00:00,UE00039,32.9138190591063,-96.97755315086351,SITE01,XYZ401,B,100,1.53,SSB_4,SSB_5,4,180,30,6,2,5,1.0,-91,-10,4,6,16,14,9.54,7.63,230,39,129,88,61,SUCCESS,Good,37
2026-07-01 16:00:00,UE00040,32.943972325815174,-96.99562848661432,SITE01,XYZ402,A,101,0.863,SSB_5,SSB_6,5,240,30,6,2,10,2.0,-94,-10,15,10,20,18,5.82,4.66,499,79,40,82,73,EXEC_FAILURE,Excellent,76
2026-07-01 17:00:00,UE00041,32.89599559307294,-96.97593176051672,SITE01,XYZ403,A,102,2.747,SSB_6,SSB_1,6,300,30,6,2,30,6.0,-121,-10,-2,3,13,11,12.11,9.69,154,27,116,22,67,EXEC_FAILURE,Coverage_Hole,13
2026-07-01 18:00:00,UE00042,32.93668458360493,-97.02930155656041,SITE01,XYZ401,B,100,2.556,SSB_1,SSB_2,1,0,30,6,2,3,0.6,-117,-10,-1,3,13,11,12.41,9.93,121,21,79,51,48,EXEC_FAILURE,Good,16
2026-07-01 19:00:00,UE00043,32.904691583043295,-96.9797569194946,SITE01,XYZ402,C,101,2.117,SSB_2,SSB_3,2,60,30,6,2,16,3.2,-108,-10,7,7,17,15,9.63,7.7,373,46,61,42,28,PREP_FAILURE,Fair,46
2026-07-01 20:00:00,UE00044,32.94817534221545,-96.96713379476667,SITE01,XYZ403,C,102,1.384,SSB_3,SSB_4,3,120,30,6,2,32,6.4,-103,-10,14,10,20,18,5.87,4.7,522,75,44,70,19,SUCCESS,Poor,74
2026-07-01 21:00:00,UE00045,32.95115174361385,-97.01459648368863,SITE01,XYZ401,C,100,2.033,SSB_4,SSB_5,4,180,30,6,2,10,2.0,-104,-10,3,5,15,13,10.69,8.55,198,41,125,42,69,EXEC_FAILURE,Fair,31
2026-07-01 22:00:00,UE00046,32.924779348737445,-97.00014155401229,SITE01,XYZ402,A,101,1.118,SSB_5,SSB_6,5,240,30,6,2,18,3.6,-94,-10,9,8,18,16,8.79,7.03,356,68,19,61,75,PREP_FAILURE,Coverage_Hole,54
2026-07-01 23:00:00,UE00047,32.90358046142688,-96.99343711803667,SITE01,XYZ403,A,102,2.222,SSB_6,SSB_1,6,300,30,6,2,25,5.0,-104,-10,2,5,15,13,10.26,8.21,209,37,61,75,77,SUCCESS,Excellent,29
2026-07-01 00:00:00,UE00048,32.94294858389169,-97.01077861101311,SITE01,XYZ401,C,100,1.579,SSB_1,SSB_2,1,0,30,6,2,25,5.0,-101,-10,10,8,18,16,7.42,5.94,341,63,92,21,40,PREP_FAILURE,Fair,58
2026-07-01 01:00:00,UE00049,32.93005061057563,-97.01054258252762,SITE01,XYZ402,C,101,1.507,SSB_2,SSB_3,2,60,30,6,2,34,6.8,-97,-10,12,9,19,17,7.06,5.65,341,70,29,83,42,PREP_FAILURE,Excellent,65
2026-07-01 02:00:00,UE00050,32.96880249760459,-96.95995141353934,SITE01,XYZ403,C,102,2.751,SSB_3,SSB_4,3,120,30,6,2,17,3.4,-120,-10,0,4,14,12,11.69,9.35,178,30,114,53,22,SUCCESS,Poor,21
2026-07-01 03:00:00,UE00051,32.931765682852834,-96.96711347908119,SITE01,XYZ401,A,100,1.072,SSB_4,SSB_5,4,180,30,6,2,32,6.4,-86,-10,9,8,18,16,8.14,6.51,339,76,36,40,84,PREP_FAILURE,Poor,55
2026-07-01 04:00:00,UE00052,32.96918008041554,-96.96013577812437,SITE01,XYZ402,C,101,2.767,SSB_5,SSB_6,5,240,30,6,2,1,0.2,-111,-10,0,4,14,12,11.01,8.81,214,31,89,27,40,EXEC_FAILURE,Coverage_Hole,21
2026-07-01 05:00:00,UE00053,32.949733013760316,-96.94326832263563,SITE01,XYZ403,B,102,2.632,SSB_6,SSB_1,6,300,30,6,2,25,5.0,-116,-10,-5,2,12,10,14.02,11.22,80,13,78,57,51,PREP_FAILURE,Fair,5
2026-07-01 06:00:00,UE00054,32.917011834654396,-96.94003607664305,SITE01,XYZ401,A,100,2.896,SSB_1,SSB_2,1,0,30,6,2,1,0.2,-123,-10,1,4,14,12,11.91,9.53,183,32,54,21,79,EXEC_FAILURE,Coverage_Hole,23
2026-07-01 07:00:00,UE00055,32.936718739969756,-96.98339666692783,SITE01,XYZ402,A,101,0.156,SSB_2,SSB_3,2,60,30,6,2,13,2.6,-75,-10,18,12,22,20,4.59,3.67,455,109,89,28,48,EXEC_FAILURE,Fair,89
2026-07-01 08:00:00,UE00056,32.92760779559066,-97.03427219091493,SITE01,XYZ403,C,102,2.888,SSB_3,SSB_4,3,120,30,6,2,18,3.6,-114,-10,0,4,14,12,12.6,10.08,203,27,92,45,76,SUCCESS,Coverage_Hole,20
2026-07-01 09:00:00,UE00057,32.92140553102848,-97.02146497611787,SITE01,XYZ401,A,100,2.301,SSB_4,SSB_5,4,180,30,6,2,14,2.8,-101,-10,1,4,14,12,12.8,10.24,188,32,39,36,80,PREP_FAILURE,Coverage_Hole,22
2026-07-01 10:00:00,UE00058,32.90562613076702,-97.0199102131508,SITE01,XYZ402,C,101,2.856,SSB_5,SSB_6,5,240,30,6,2,29,5.8,-121,-10,1,4,14,12,11.28,9.02,201,33,41,55,43,PREP_FAILURE,Excellent,24
2026-07-01 11:00:00,UE00059,32.93526716184401,-96.956280018842,SITE01,XYZ403,C,102,1.675,SSB_6,SSB_1,6,300,30,6,2,30,6.0,-94,-10,9,8,18,16,8.75,7.0,337,72,114,71,70,EXEC_FAILURE,Coverage_Hole,54
2026-07-01 12:00:00,UE00060,32.903208272305385,-96.98194313471623,SITE01,XYZ401,C,100,2.204,SSB_1,SSB_2,1,0,30,6,2,25,5.0,-101,-10,2,5,15,13,10.02,8.02,233,41,41,88,34,EXEC_FAILURE,Good,29
2026-07-01 13:00:00,UE00061,32.938645668672734,-96.95518986319031,SITE01,XYZ402,A,101,1.756,SSB_2,SSB_3,2,60,30,6,2,17,3.4,-108,-10,5,6,16,14,10.23,8.18,314,41,111,79,57,SUCCESS,Coverage_Hole,39
2026-07-01 14:00:00,UE00062,32.95605394728494,-96.94955245419932,SITE01,XYZ403,C,102,2.523,SSB_3,SSB_4,3,120,30,6,2,21,4.2,-104,-10,5,6,16,14,9.85,7.88,295,56,37,20,60,SUCCESS,Coverage_Hole,39
2026-07-01 15:00:00,UE00063,32.94192681744735,-96.96579047958399,SITE01,XYZ401,A,100,1.221,SSB_4,SSB_5,4,180,30,6,2,8,1.6,-96,-10,14,10,20,18,5.62,4.5,400,83,23,93,66,SUCCESS,Coverage_Hole,74
2026-07-01 16:00:00,UE00064,32.96047985689544,-96.95872246697562,SITE01,XYZ402,A,101,2.331,SSB_5,SSB_6,5,240,30,6,2,26,5.2,-104,-10,1,4,14,12,12.85,10.28,177,31,57,78,65,PREP_FAILURE,Excellent,22
2026-07-01 17:00:00,UE00065,32.90824020650205,-96.9673676746552,SITE01,XYZ403,A,102,2.118,SSB_6,SSB_1,6,300,30,6,2,20,4.0,-107,-10,6,6,16,14,10.16,8.13,284,38,85,68,34,PREP_FAILURE,Poor,41
2026-07-01 18:00:00,UE00066,32.947765921592946,-96.95047574161475,SITE01,XYZ401,B,100,2.194,SSB_1,SSB_2,1,0,30,6,2,31,6.2,-111,-10,0,4,14,12,11.79,9.43,174,35,43,68,59,SUCCESS,Fair,21
2026-07-01 19:00:00,UE00067,32.93681668229801,-96.99831061043312,SITE01,XYZ402,A,101,0.769,SSB_2,SSB_3,2,60,30,6,2,3,0.6,-82,-10,7,7,17,15,8.88,7.1,302,57,22,48,69,EXEC_FAILURE,Fair,47
2026-07-01 20:00:00,UE00068,32.93158399406414,-96.95381871476553,SITE01,XYZ403,A,102,1.833,SSB_3,SSB_4,3,120,30,6,2,28,5.6,-106,-10,11,9,19,17,6.05,4.84,349,78,71,86,73,EXEC_FAILURE,Coverage_Hole,64
2026-07-01 21:00:00,UE00069,32.917195547248205,-96.95136384996745,SITE01,XYZ401,B,100,2.314,SSB_4,SSB_5,4,180,30,6,2,23,4.6,-105,-10,3,5,15,13,11.11,8.89,244,44,46,65,30,SUCCESS,Coverage_Hole,31
2026-07-01 22:00:00,UE00070,32.92261047138858,-96.95568239069972,SITE01,XYZ402,A,101,1.912,SSB_5,SSB_6,5,240,30,6,2,18,3.6,-102,-10,3,5,15,13,11.47,9.18,256,33,74,21,15,EXEC_FAILURE,Coverage_Hole,31
2026-07-01 23:00:00,UE00071,32.93353252799117,-96.95496775864649,SITE01,XYZ403,A,102,1.754,SSB_6,SSB_1,6,300,30,6,2,29,5.8,-96,-10,2,5,15,13,10.54,8.43,236,38,112,72,58,EXEC_FAILURE,Poor,29
2026-07-01 00:00:00,UE00072,32.94301547638953,-97.03545071741063,SITE01,XYZ401,B,100,2.962,SSB_1,SSB_2,1,0,30,6,2,16,3.2,-116,-10,-5,2,12,10,14.97,11.98,88,13,23,59,80,SUCCESS,Excellent,5
2026-07-01 01:00:00,UE00073,32.94917938531531,-96.9649997058971,SITE01,XYZ402,B,101,1.523,SSB_2,SSB_3,2,60,30,6,2,20,4.0,-103,-10,9,8,18,16,7.54,6.03,290,74,114,60,52,PREP_FAILURE,Excellent,55
2026-07-01 02:00:00,UE00074,32.90736236613457,-96.98467657045221,SITE01,XYZ403,B,102,1.91,SSB_3,SSB_4,3,120,30,6,2,26,5.2,-105,-10,7,7,17,15,8.28,6.62,285,50,26,72,85,PREP_FAILURE,Coverage_Hole,48
2026-07-01 03:00:00,UE00075,32.90220316768201,-96.95839257055344,SITE01,XYZ401,A,100,2.746,SSB_4,SSB_5,4,180,30,6,2,25,5.0,-116,-10,3,5,15,13,10.71,8.57,266,34,35,30,54,EXEC_FAILURE,Poor,31
2026-07-01 04:00:00,UE00076,32.92427980900612,-96.94318534757397,SITE01,XYZ402,B,101,2.544,SSB_5,SSB_6,5,240,30,6,2,32,6.4,-115,-10,8,7,17,15,9.33,7.46,370,61,50,39,76,EXEC_FAILURE,Coverage_Hole,49
2026-07-01 05:00:00,UE00077,32.922819685984194,-96.99945641484393,SITE01,XYZ403,C,102,1.18,SSB_6,SSB_1,6,300,30,6,2,24,4.8,-102,-10,11,9,19,17,6.7,5.36,390,77,49,22,58,EXEC_FAILURE,Good,63
2026-07-01 06:00:00,UE00078,32.92952499735105,-96.96991988337474,SITE01,XYZ401,C,100,0.963,SSB_1,SSB_2,1,0,30,6,2,18,3.6,-88,-10,17,11,21,19,5.04,4.03,413,104,35,89,86,SUCCESS,Good,84
2026-07-01 07:00:00,UE00079,32.94050907556405,-96.94955183756336,SITE01,XYZ402,B,101,2.099,SSB_2,SSB_3,2,60,30,6,2,7,1.4,-102,-10,4,6,16,14,9.07,7.26,291,44,73,58,32,EXEC_FAILURE,Good,37
2026-07-01 08:00:00,UE00080,32.91454923218129,-97.01887451172655,SITE01,XYZ403,C,102,2.409,SSB_3,SSB_4,3,120,30,6,2,25,5.0,-106,-10,-4,2,12,10,13.96,11.17,103,16,101,58,29,SUCCESS,Poor,5
2026-07-01 09:00:00,UE00081,32.91884994626997,-96.94336828031634,SITE01,XYZ401,B,100,2.668,SSB_4,SSB_5,4,180,30,6,2,33,6.6,-110,-10,0,4,14,12,12.23,9.78,160,25,27,32,32,EXEC_FAILURE,Fair,20
2026-07-01 10:00:00,UE00082,32.909350355976144,-96.943471480107,SITE01,XYZ402,B,101,2.997,SSB_5,SSB_6,5,240,30,6,2,9,1.8,-120,-10,1,4,14,12,11.96,9.57,189,36,39,24,79,PREP_FAILURE,Excellent,23
2026-07-01 11:00:00,UE00083,32.92620664543423,-96.97157165202137,SITE01,XYZ403,A,102,0.997,SSB_6,SSB_1,6,300,30,6,2,14,2.8,-95,-10,10,8,18,16,7.47,5.98,294,51,29,68,82,EXEC_FAILURE,Good,58
2026-07-01 12:00:00,UE00084,32.93284581414722,-96.93899908459115,SITE01,XYZ401,A,100,2.68,SSB_1,SSB_2,1,0,30,6,2,33,6.6,-112,-10,0,4,14,12,12.77,10.22,187,37,85,71,18,EXEC_FAILURE,Poor,20
2026-07-01 13:00:00,UE00085,32.93988335825977,-96.93813733032293,SITE01,XYZ402,A,101,2.746,SSB_2,SSB_3,2,60,30,6,2,4,0.8,-115,-10,-2,3,13,11,12.07,9.66,159,27,68,66,63,SUCCESS,Fair,13
2026-07-01 14:00:00,UE00086,32.901849930158704,-96.99147263778774,SITE01,XYZ403,B,102,2.319,SSB_3,SSB_4,3,120,30,6,2,34,6.8,-108,-10,-2,3,13,11,12.98,10.38,161,27,27,92,82,PREP_FAILURE,Coverage_Hole,13
2026-07-01 15:00:00,UE00087,32.944478393409334,-96.99610884615551,SITE01,XYZ401,C,100,0.907,SSB_4,SSB_5,4,180,30,6,2,8,1.6,-92,-10,13,9,19,17,7.78,6.22,478,82,54,44,19,EXEC_FAILURE,Fair,67
2026-07-01 16:00:00,UE00088,32.934652853917044,-96.95772566069995,SITE01,XYZ402,A,101,1.591,SSB_5,SSB_6,5,240,30,6,2,12,2.4,-99,-10,6,6,16,14,10.92,8.74,227,55,128,59,59,PREP_FAILURE,Coverage_Hole,41
2026-07-01 17:00:00,UE00089,32.897727769873164,-97.00657162419442,SITE01,XYZ403,A,102,2.856,SSB_6,SSB_1,6,300,30,6,2,15,3.0,-113,-10,4,6,16,14,10.73,8.58,295,48,73,78,62,SUCCESS,Coverage_Hole,36
2026-07-01 18:00:00,UE00090,32.92214532549816,-97.03003828677149,SITE01,XYZ401,C,100,2.745,SSB_1,SSB_2,1,0,30,6,2,30,6.0,-110,-10,3,5,15,13,11.51,9.21,194,46,56,29,46,EXEC_FAILURE,Coverage_Hole,30
2026-07-01 19:00:00,UE00091,32.95497349142562,-96.94737287429278,SITE01,XYZ402,A,101,2.587,SSB_2,SSB_3,2,60,30,6,2,26,5.2,-110,-10,1,4,14,12,12.01,9.61,144,29,119,36,74,SUCCESS,Fair,23
2026-07-01 20:00:00,UE00092,32.93179602003737,-96.9670414502898,SITE01,XYZ403,B,102,1.075,SSB_3,SSB_4,3,120,30,6,2,28,5.6,-92,-10,12,9,19,17,7.68,6.14,387,62,82,39,82,EXEC_FAILURE,Excellent,65
2026-07-01 21:00:00,UE00093,32.92521125599474,-97.02915619156468,SITE01,XYZ401,C,100,2.634,SSB_4,SSB_5,4,180,30,6,2,28,5.6,-115,-10,0,4,14,12,11.15,8.92,205,38,113,71,21,SUCCESS,Fair,21
2026-07-01 22:00:00,UE00094,32.907731256238606,-96.95134671076167,SITE01,XYZ402,A,101,2.719,SSB_5,SSB_6,5,240,30,6,2,3,0.6,-116,-10,1,4,14,12,11.0,8.8,155,31,113,32,53,EXEC_FAILURE,Coverage_Hole,24
2026-07-01 23:00:00,UE00095,32.941650090821874,-96.94278136188522,SITE01,XYZ403,A,102,2.499,SSB_6,SSB_1,6,300,30,6,2,27,5.4,-110,-10,0,4,14,12,12.31,9.85,163,37,35,66,73,PREP_FAILURE,Fair,20
2026-07-01 00:00:00,UE00096,32.957689084993845,-96.98792817321406,SITE01,XYZ401,B,100,1.571,SSB_1,SSB_2,1,0,30,6,2,24,4.8,-95,-10,8,7,17,15,8.46,6.77,278,45,29,46,86,PREP_FAILURE,Excellent,50
2026-07-01 01:00:00,UE00097,32.9417769538179,-97.0328103296308,SITE01,XYZ402,B,101,2.796,SSB_2,SSB_3,2,60,30,6,2,23,4.6,-113,-10,0,4,14,12,12.52,10.02,189,27,17,39,60,EXEC_FAILURE,Excellent,20
2026-07-01 02:00:00,UE00098,32.933792822796605,-96.98625501958946,SITE01,XYZ403,B,102,0.105,SSB_3,SSB_4,3,120,30,6,2,21,4.2,-85,-10,22,13,23,21,3.12,2.5,520,89,16,91,25,SUCCESS,Excellent,100
2026-07-01 03:00:00,UE00099,32.93924637385204,-96.98274672531119,SITE01,XYZ401,B,100,0.323,SSB_4,SSB_5,4,180,30,6,2,32,6.4,-84,-10,12,9,19,17,7.2,5.76,371,77,55,27,25,PREP_FAILURE,Fair,65
2026-07-01 04:00:00,UE00100,32.93574038063979,-96.96844203522775,SITE01,XYZ402,B,101,0.972,SSB_5,SSB_6,5,240,30,6,2,32,6.4,-81,-10,13,9,19,17,7.4,5.92,414,57,111,52,44,SUCCESS,Coverage_Hole,68
2026-07-01 05:00:00,UE00101,32.92531693762092,-96.97644077598257,SITE01,XYZ403,A,102,0.841,SSB_6,SSB_1,6,300,30,6,2,10,2.0,-88,-10,11,9,19,17,7.38,5.9,453,63,81,25,23,PREP_FAILURE,Excellent,63
2026-07-01 06:00:00,UE00102,32.925456687304425,-96.98823189011563,SITE01,XYZ401,C,100,0.684,SSB_1,SSB_2,1,0,30,6,2,6,1.2,-84,-10,17,11,21,19,5.43,4.34,554,82,98,23,20,PREP_FAILURE,Good,84
